,index,holeID,positionerID,robotailID,wokID_x,apSpecID,bossSpecID,alphaArmLen,metX,metY,apX,apY,bossX,bossY,alphaOffset,betaOffset,dx,dy,stdr,wokID_y,holeType,hexRow,hexCol,xWok,yWok,zWok,ix,iy,iz,jx,jy,jz,kx,ky,kz,alphaReport,betaReport,cmdAlpha,cmdBeta,startAlpha,startBeta,xWokReportMetrology,yWokReportMetrology,xWokReportAPOGEE,yWokReportAPOGEE,xWokReportBOSS,yWokReportBOSS,index,thresh,npix,tnpix,xmin,xmax,ymin,ymax,x,y,x2,y2,xy,errx2,erry2,errxy,a,b,theta,cxx,cyy,cxy,cflux,flux,cpeak,peak,xcpeak,ycpeak,xpeak,ypeak,flag,xWinpos,yWinpos,xSimple,ySimple,xNudge,yNudge,xRot,yRot,xWinposRot,yWinposRot,xSimpleRot,ySimpleRot,xNudgeRot,yNudgeRot,centroidID,xWokMeasMetrology,yWokMeasMetrology,wokErr,wokErrWarn,alphaMeas,betaMeas,xWokMeasAPOGEE,yWokMeasAPOGEE,xWokMeasBOSS,yWokMeasBOSS
0,0,R-13C1,1004,FTO0,flatNominal,0,0,7.40635738192,14.3179860815,0.0,14.9733275655,0.364967350287,14.963733287,-0.376150133223,0.636819198317,0.0915112945468,0.179203784145,-0.0833079596417,0.0213359803132,flatNominal,ApogeeBoss,-13.0,0.0,-145.6,-252.1866,0,0,-1,0,1,0,0,0,0,1,235.978474617,119.813793898,,,,,-152.736531727,-262.581990779,-152.412009597,-263.258274014,-153.151178691,-263.203719234,68,61.1804504395,397,379,6133,6156,1631,1655,6143.795164,1642.24798545,6.83382545925,8.43062031965,0.200155175308,2.37922387763e-05,2.6703643318e-05,8.55041539247e-07,2.90780448914,2.6094288826,1.44797945023,0.146432742476,0.11869776994,-0.00695305224508,393612.625,394189.0,20817.1796875,32785.3046875,6144,1642,6143,1642,0,6143.32070401,1642.06513302,6143.56,1642.15,6145.87110758,1639.45327802,2837.80848563,950.371517565,2837.58706169,950.829249729,2837.69447611,950.593568808,2835.19483122,948.07179105,68,-152.719701555,-262.555237049,0.0316072262628,False,235.730732625,120.058131036,-152.395219614,-263.231539568,-153.134385465,-263.176940862
1,1,R-13C2,1009,FTO1,flatNominal,1,1,7.38311124378,14.3056225747,0.0,14.9512203539,0.371279136569,14.9484875503,-0.385825465062,-0.296475566983,-0.0696109612059,0.0566868460496,-0.0257238711226,0.0288233972446,flatNominal,ApogeeBoss,-13.0,1.0,-123.2,-252.1866,0,0,-1,0,1,0,0,0,0,1,347.434515953,132.30244875,,,,,-112.402402013,-252.424801743,-112.02188519,-251.784605182,-111.652936541,-252.445734322,119,61.1804504395,406,389,6081,6104,1966,1990,6092.04448767,1977.48212603,6.65468630819,8.51988118347,0.116251036062,2.08645590788e-05,2.43565089056e-05,3.1021815672e-07,2.92011976242,2.57826852798,1.50878965855,0.150305867195,0.117400512099,-0.0041017504409,426430.5,427060.40625,23425.578125,38028.953125,6092,1977,6092,1977,0,6091.70950538,1977.22646452,6091.81,1977.32,6092.10746774,1977.70994416,3167.62141933,1029.63998717,3167.33895786,1029.95270343,3167.43657453,1029.85940743,3167.85366169,1029.59604312,119,-112.406209072,-252.374114813,0.0508297025182,False,347.661473142,132.33844229,-112.028634336,-251.732178672,-111.656655426,-252.391607619
2,2,R-13C3,1136,FTO2,flatNominal,2,2,7.39051516067,14.3363338522,0.0,14.9974674757,0.334438383901,14.9909165242,-0.406490434958,-0.521688890608,0.266420010045,0.0540630368742,-0.0653913240946,0.0240620455019,flatNominal,ApogeeBoss,-13.0,2.0,-100.8,-252.1866,0,0,-1,0,1,0,0,0,0,1,10.0170696527,170.012859106,,,,,-99.5898085433,-245.193697069,-99.9216441571,-244.53125324,-99.1807468328,-244.540718152,138,61.1804504395,418,400,6032,6055,2075,2100,6042.97729492,2087.09352156,6.72798169983,8.9743008675,0.180945564219,1.79741354683e-05,2.20253889005e-05,5.04122963461e-07,2.99812984467,2.5910422802,1.49093055725,0.148713633418,0.111489750445,-0.00599691737443,466199.84375,466814.625,24982.3710938,40064.3710938,6043,2087,6043,2087,0,6042.60448792,2086.85296027,6042.73,2086.92,6043.09368664,2087.26942684,3272.80454363,1087.59477814,3272.53400596,1087.94643729,3272.61564684,1087.82532221,3272.98946308,1087.49331634,138,-99.5749207515,-245.139369628,0.0563304288458,False,12.3623840391,168.796135081,-99.9197397133,-244.483590256,-99.178799693,-244.478460364
3,3,R-13C4,1118,FTO3,flatNominal,3,3,7.35982005957,14.2952971099,0.0,14.9219003495,0.392837134749,14.9522770728,-0.351985710365,0.453283784589,-2.22395706337,0.159959440692,0.0159495472563,0.0214242380762,flatNominal,ApogeeBoss,-13.0,3.0,-78.4,-252.1866,0,0,-1,0,1,0,0,0,0,1,227.18855381,154.07230854,,,,,-79.0530105099,-260.863942195,-78.4736201634,-261.323571895,-79.1656285882,-261.600714739,161,61.1804504395,412,393,6175,6196,2235,2258,6185.12014593,2245.47707757,6.72141668268,8.64233482826,0.181696836345,1.95526413601e-05,2.39528093627e-05,5.95911015242e-07,2.94268083572,2.58928203583,1.47731256485,0.148862764239,0.11577527225,-0.0062593948096,440747.3125,441391.71875,24801.4726562,41731.0976562,6185,2245,6185,2245,0,6184.86062052,2245.15795717,6184.92,2245.23,6185.12533273,2245.57359663,3442.38954288,959.022351321,3442.05007317,959.25462611,3442.12995392,959.204192953,3442.48616051,959.025155976,161,-79.0085879413,-260.843075814,0.0490792266602,False,227.109353552,154.311291541,-78.427918064,-261.301087962,-79.119150921,-261.580159553
4,4,R-13C5,1107,FTO4,flatNominal,4,4,7.40102200966,14.3306670749,0.0,14.9567277882,0.389105330496,14.9739294016,-0.355738465558,0.401596027768,3.98549779119,0.200011098092,-0.0405156949837,0.0193305700694,flatNominal,ApogeeBoss,-13.0,4.0,-56.0,-252.1866,0,0,-1,0,1,0,0,0,0,1,211.855759621,111.635255814,,,,,-67.6105457835,-258.264779737,-67.6138955299,-259.001898285,-68.2538642462,-258.620416676,172,61.1804504395,409,384,6162,6184,2326,2354,6172.85275553,2340.76719337,6.81189371268,9.34414227312,0.150094055299,2.11922374945e-05,3.07116472362e-05,4.10535926709e-07,3.05826878548,2.60826158524,1.51179862022,0.146854028106,0.107056811452,-0.00471780449152,405511.15625,406148.09375,20542.5800781,29708.8300781,6173,2340,6173,2340,0,6172.42305379,2340.52433849,6172.62,2340.51,6172.82851481,2340.76823527,3536.34048326,979.120008876,3536.06295958,979.528178803,3536.06451484,979.333018182,3536.33951899,979.144252815,172,-67.5843203168,-258.294632024,0.0397358044236,False,211.953631515,111.711466194,-67.5854304574,-259.031757348,-68.226555277,-258.652221919
5,5,R-13C6,1127,FTO5,flatNominal,5,5,7.39551645805,14.3285609671,0.0,14.986635533,0.372019421927,14.9760747324,-0.378356294532,-0.663947593606,0.539771987147,0.128836986852,-0.023979672984,0.0177033585356,flatNominal,ApogeeBoss,-13.0,5.0,-33.6,-252.1866,0,0,-1,0,1,0,0,0,0,1,60.9958416224,155.164107084,,,,,-35.6273150985,-244.389244562,-36.3152874012,-244.075948064,-35.702283376,-243.643049333,211,61.1804504395,415,389,6072,6095,2599,2626,6082.69047449,2612.63162888,6.61367087992,12.3904474109,0.117916793731,2.54674302578e-05,4.07765463686e-05,4.59324556601e-07,3.52034854889,2.57123804092,1.55039548874,0.151227623224,0.0807210355997,-0.00287839095108,366054.90625,366529.28125,16909.4609375,27228.2109375,6082,2612,6082,2612,0,6082.49271144,2612.08603392,6082.48,2612.45,6082.74544435,2612.33496589,3799.82703097,1091.43362064,3799.26696322,1091.58563445,3799.63259995,1091.63018891,3799.53592329,1091.35433047,211,-35.5766245998,-244.339046859,0.071339582541,False,61.1992915808,154.774291844,-36.2635742092,-244.023514264,-35.6491653449,-243.59261173
6,6,R-13C7,1104,FTO6,flatNominal,6,6,7.39402217741,14.3321964374,0.0,14.9788597111,0.371407340788,14.9697019537,-0.389586211094,-0.0717444939533,1.88710288858,0.150498543094,-0.170912428703,0.0163987668575,flatNominal,ApogeeBoss,-13.0,6.0,-11.2,-252.1866,0,0,-1,0,1,0,0,0,0,1,200.961141586,143.669039011,,,,,-17.3663927717,-259.362092099,-17.1568881825,-260.077790799,-17.8945399276,-259.890534414,235,61.1804504395,411,390,6209,6228,2738,2766,6217.33777029,2752.55637714,6.13514622978,15.2765934007,0.0785876278185,2.51423851064e-05,5.08359062466e-05,6.42618129553e-07,3.90861463547,2.47678637505,1.56220030785,0.163006037474,0.0654639303684,-0.00167710927781,343138.0,343850.875,16330.6962891,28294.2578125,6217,2752,6217,2752,0,6217.02886133,2751.90940164,6217.09,2752.29,6217.27645688,2752.12961192,3950.39708995,968.806189843,3949.72680611,969.060594288,3950.1122733,969.026946912,3949.96671825,968.832037317,235,-17.3120186881,-259.36444686,0.0544250482312,False,200.818349209,143.964551017,-17.1006071788,-260.079584593,-17.8387554274,-259.894295053
7,7,R-13C8,1314,FTO7,flatNominal,7,7,7.38350285934,14.3061029845,0.0,14.9511828395,0.362062227679,14.9403458708,-0.385370561787,-0.656526793594,-0.160742399459,0.133380148382,-0.180391160307,0.0194040566423,flatNominal,ApogeeBoss,-13.0,7.0,11.2,-252.1866,0,0,-1,0,1,0,0,0,0,1,291.813483238,83.1704038382,,,,,7.63510111919,-268.855891293,8.14403081789,-269.392741028,7.41667660649,-269.565162216,260,61.1804504395,421,397,6302,6322,2938,2966,6311.33683263,2951.0558641,5.84553404207,17.2414497818,0.111291122401,2.51928863457e-05,5.51102449024e-05,6.45642101546e-07,4.15241336823,2.41752910614,1.56103169918,0.171091794968,0.0580068901181,-0.00220874673687,343678.71875,344324.71875,14874.5410156,26040.9785156,6311,2951,6311,2951,0,6311.02404064,2950.73817552,6311.1,2950.8,6311.37795803,2951.01822479,4155.98359007,891.527078746,4155.64114677,891.812556323,4155.70970077,891.743391175,4155.94947691,891.482984436,260,7.65969117254,-268.846625637,0.0262778065556,False,291.790489631,83.2994093501,8.16961330939,-269.382532803,7.44257936631,-269.556299486
8,8,R-13C9,756,FTO8,flatNominal,8,8,7.35918660207,14.2856832585,0.0,14.9184064105,0.38020774447,14.929898854,-0.370408159634,0.95419524617,1.93968587045,0.164380594519,0.0192509246608,0.0261180952259,flatNominal,ApogeeBoss,-13.0,8.0,33.6,-252.1866,0,0,-1,0,1,0,0,0,0,1,326.691684723,108.361512423,,,,,43.6517358014,-261.550768983,44.3499037719,-261.311064997,44.2044029487,-262.047533477,305,61.1804504395,413,387,6266,6289,3239,3266,6276.85365943,3251.21271844,6.64267070015,10.7031631859,-0.106997281221,2.37304129506e-05,3.45408400745e-05,-1.1344711301e-06,3.27199959755,2.57679128647,-1.54446983337,0.150566101074,0.0934453681111,0.00301035563461,390117.28125,390678.78125,20208.09375,31059.59375,6277,3251,6277,3251,0,6276.40506763,3251.08794281,6276.62,3250.96,6276.76349222,3251.5415258,4452.26566198,950.689231397,4452.10425337,951.125981684,4451.99747521,950.900363074,4452.5858964,950.806254138,305,43.6082778768,-261.552093555,0.043478105963,False,326.340976534,108.607428331,44.3068830908,-261.313666897,44.1600355328,-262.049868029
9,9,R-13C10,637,FTO9,flatNominal,9,9,7.40282980322,14.3648969316,0.0,15.0109528837,0.361387886398,14.9819591001,-0.403555308928,-2.32770620527,0.141993420043,0.137187283814,0.0315693847494,0.0173077356229,flatNominal,ApogeeBoss,-13.0,9.0,56.0,-252.1866,0,0,-1,0,1,0,0,0,0,1,34.0685015917,31.9700485468,,,,,72.8208973462,-264.949723108,73.5600950248,-264.910020592,73.1969745054,-265.583906502,343,61.1804504395,394,375,6314,6335,3477,3503,6323.63932885,3488.71231703,6.87051495697,8.11311459834,0.112225885108,2.14369321235e-05,2.58713286225e-05,2.69442232005e-07,2.85011744499,2.61924815178,1.48144435883,0.145582392812,0.123285084963,-0.00402758084238,407007.0,407529.34375,21922.734375,34039.046875,6323,3488,6323,3488,0,6323.34316718,3488.5774063,6323.39,3488.55,6323.584567,3488.76485975,4692.81852063,923.684039482,4692.65960426,923.968043408,4692.63439517,923.917353149,4692.8663597,923.742954854,343,72.8643191145,-264.933062995,0.0465081641582,False,34.5322644697,31.4393135493,73.6035626957,-264.894224542,73.2396547302,-265.567685546
