,index,holeID,positionerID,robotailID,wokID_x,apSpecID,bossSpecID,alphaArmLen,metX,metY,apX,apY,bossX,bossY,alphaOffset,betaOffset,dx,dy,stdr,wokID_y,holeType,hexRow,hexCol,xWok,yWok,zWok,ix,iy,iz,jx,jy,jz,kx,ky,kz,alphaReport,betaReport,cmdAlpha,cmdBeta,startAlpha,startBeta,xWokReportMetrology,yWokReportMetrology,xWokReportAPOGEE,yWokReportAPOGEE,xWokReportBOSS,yWokReportBOSS,index,thresh,npix,tnpix,xmin,xmax,ymin,ymax,x,y,x2,y2,xy,errx2,erry2,errxy,a,b,theta,cxx,cyy,cxy,cflux,flux,cpeak,peak,xcpeak,ycpeak,xpeak,ypeak,flag,xWinpos,yWinpos,xSimple,ySimple,xNudge,yNudge,xRot,yRot,xWinposRot,yWinposRot,xSimpleRot,ySimpleRot,xNudgeRot,yNudgeRot,centroidID,xWokMeasMetrology,yWokMeasMetrology,wokErr,wokErrWarn,alphaMeas,betaMeas,xWokMeasAPOGEE,yWokMeasAPOGEE,xWokMeasBOSS,yWokMeasBOSS
0,0,R-13C1,1004,FTO0,flatNominal,0,0,7.40635738192,14.3179860815,0.0,14.9733275655,0.364967350287,14.963733287,-0.376150133223,0.636819198317,0.0915112945468,0.179203784145,-0.0833079596417,0.0213359803132,flatNominal,ApogeeBoss,-13.0,0.0,-145.6,-252.1866,0,0,-1,0,1,0,0,0,0,1,16.0610058904,73.0287837982,,,,,-129.237368595,-259.505311236,-128.580871862,-259.142426038,-128.592818693,-259.883509331,424,63.7231521606,343,328,6314,6334,3929,3951,6324.1549983,3939.09286877,6.29048965173,7.76188928547,0.0941340809121,2.58667739825e-05,3.14952741651e-05,-4.11858609945e-07,2.78709292412,2.50688886642,1.50716614723,0.158998996019,0.12885800004,-0.00385659304447,335358.9375,335948.40625,18713.3515625,30039.1640625,6324,3939,6324,3939,0,6323.76146198,3938.47905374,6323.86,3938.67,6324.04899235,3938.89056347,3053.30322035,977.589424229,3053.18045277,978.308150776,3053.2358206,978.097032443,3053.245246,977.810339759,424,-129.1988515,-259.491265647,0.0409981115822,False,16.3722884101,72.7270236478,-128.542415086,-259.128271346,-128.554238751,-259.869356615
1,1,R-13C2,1009,FTO1,flatNominal,1,1,7.38311124378,14.3056225747,0.0,14.9512203539,0.371279136569,14.9484875503,-0.385825465062,-0.296475566983,-0.0696109612059,0.0566868460496,-0.0257238711226,0.0288233972446,flatNominal,ApogeeBoss,-13.0,1.0,-123.2,-252.1866,0,0,-1,0,1,0,0,0,0,1,18.862991631,37.0861047506,,,,,-109.073536452,-267.327846057,-108.331101897,-267.386460232,-108.761280655,-268.00948598,453,63.7231521606,345,329,6237,6256,4089,4111,6245.36166896,4098.53811132,6.46275625872,7.59640195981,-0.0423143231026,2.5564075052e-05,2.9599435899e-05,-4.28159268831e-07,2.7564432621,2.54188489914,-1.53353953362,0.154738381505,0.131646066904,0.00172388192732,344926.0625,345503.375,20878.2402344,36835.3632812,6245,4098,6245,4098,0,6244.93325375,4098.01440607,6245.04,4098.14,6245.25992522,4098.29874362,3218.95605673,912.856805566,3218.91977571,913.532446354,3218.92870066,913.367791736,3218.86996141,913.102236371,453,-109.028829683,-267.311304242,0.0476689291422,False,19.2193419909,36.7384232299,-108.286386269,-267.369806086,-108.716470758,-267.992896912
2,2,R-13C3,1136,FTO2,flatNominal,2,2,7.39051516067,14.3363338522,0.0,14.9974674757,0.334438383901,14.9909165242,-0.406490434958,-0.521688890608,0.266420010045,0.0540630368742,-0.0653913240946,0.0240620455019,flatNominal,ApogeeBoss,-13.0,2.0,-100.8,-252.1866,0,0,-1,0,1,0,0,0,0,1,10.0138295442,170.011078119,,,,,-99.5889644072,-245.193771,-99.9207419667,-244.531298093,-99.1798454748,-244.540827934,443,63.7231521606,377,360,6058,6079,4007,4031,6067.92153792,4018.21475689,6.85615323546,8.07232212671,0.0659393731009,2.31193465002e-05,2.77622608541e-05,1.07099587112e-07,2.84181046486,2.61774492264,1.51678848267,0.1458658427,0.123889826238,-0.00238303234801,390895.46875,391529.40625,20750.1464844,32082.8359375,6068,4018,6067,4018,0,6067.34302237,4017.69945167,6067.59,4017.82,6067.88608008,4018.09943631,3295.95499781,1091.76461547,3296.03529212,1092.53518184,3295.93276665,1092.27549714,3295.90349989,1091.87372118,443,-99.5589932,-245.177282962,0.0342071434416,False,10.7549201113,169.526597367,-99.8937344303,-244.516302622,-99.152802688,-244.522514135
3,3,R-13C4,1118,FTO3,flatNominal,3,3,7.35982005957,14.2952971099,0.0,14.9219003495,0.392837134749,14.9522770728,-0.351985710365,0.453283784589,-2.22395706337,0.159959440692,0.0159495472563,0.0214242380762,flatNominal,ApogeeBoss,-13.0,3.0,-78.4,-252.1866,0,0,-1,0,1,0,0,0,0,1,47.3948693275,107.879058123,,,,,-66.5499052928,-244.492003331,-66.6219215527,-243.755955579,-65.9417826374,-244.061070102,469,63.7231521606,355,337,5855,5875,4188,4211,5864.40156221,4198.33541234,6.59812097511,7.66309728543,-0.108037308752,2.30159472306e-05,2.62454463575e-05,-4.66358389507e-07,2.77018880844,2.56656813622,-1.47070920467,0.15159329772,0.130525663495,0.00427444186062,374574.53125,375185.59375,21964.2441406,38646.1171875,5864,4198,5864,4198,0,5864.01166378,4197.85501852,5864.11,4197.98,5864.25970448,4198.19316826,3567.70418521,1095.79080215,3567.66862431,1096.40848689,3567.67506633,1096.24987723,3567.71317059,1095.99149161,469,-66.5306027391,-244.490146566,0.0193916516979,False,47.4779644623,107.741559043,-66.6019200687,-243.754030765,-65.9220711747,-244.05979096
4,4,R-13C5,1107,FTO4,flatNominal,4,4,7.40102200966,14.3306670749,0.0,14.9567277882,0.389105330496,14.9739294016,-0.355738465558,0.401596027768,3.98549779119,0.200011098092,-0.0405156949837,0.0193305700694,flatNominal,ApogeeBoss,-13.0,4.0,-56.0,-252.1866,0,0,-1,0,1,0,0,0,0,1,301.979227066,19.3109929562,,,,,-70.3711232242,-268.185526416,-70.4027770914,-268.921972618,-71.027624221,-268.516196521,482,63.7231521606,369,355,6007,6028,4310,4332,6016.79730149,4319.93521208,6.82577776496,7.78930452342,0.0417427460436,2.39263573768e-05,2.66599370347e-05,-1.98497961128e-07,2.79125595093,2.61227345467,1.52758133411,0.14650824666,0.12838537991,-0.00157027028035,385796.25,386380.5625,21060.40625,32997.53125,6016,4319,6016,4319,0,6016.38945342,4319.4715701,6016.45,4319.51,6016.67808318,4319.76734753,3537.02236022,903.256134456,3537.01134994,903.873534417,3536.9907886,903.803758021,3536.99735412,903.460502286,482,-70.3067592836,-268.220941975,0.0734641316145,False,301.847100943,19.7981287872,-70.3338494868,-268.957570168,-70.9611988304,-268.555673444
5,5,R-13C6,1127,FTO5,flatNominal,5,5,7.39551645805,14.3285609671,0.0,14.986635533,0.372019421927,14.9760747324,-0.378356294532,-0.663947593606,0.539771987147,0.128836986852,-0.023979672984,0.0177033585356,flatNominal,ApogeeBoss,-13.0,5.0,-33.6,-252.1866,0,0,-1,0,1,0,0,0,0,1,291.880645752,110.724409819,,,,,-30.8415063631,-265.559199851,-30.1227142197,-265.793290516,-30.6832505454,-266.292263735,513,63.7231521606,358,343,5753,5774,4514,4537,5763.04952626,4523.99857389,6.63464276588,7.91240666916,-0.0196916620111,2.31266309297e-05,2.82287217948e-05,-1.55515313353e-07,2.81295394897,2.57572102547,-1.55539011955,0.150725126266,0.126384735107,0.000750221370254,371502.6875,372137.8125,20186.1953125,31070.8828125,5763,4523,5763,4523,0,5762.63886652,4523.50699324,5762.77,4523.53,5762.95159535,4523.93978483,3862.01886553,923.431877425,3861.99110874,924.071816896,3861.91467631,923.965334936,3862.05162077,923.541301882,513,-30.8213804432,-265.551951823,0.0213912731317,False,291.94933845,110.747481643,-30.1022143038,-265.784890975,-30.6619507589,-266.284761306
6,6,R-13C7,1104,FTO6,flatNominal,6,6,7.39402217741,14.3321964374,0.0,14.9788597111,0.371407340788,14.9697019537,-0.389586211094,-0.0717444939533,1.88710288858,0.150498543094,-0.170912428703,0.0163987668575,flatNominal,ApogeeBoss,-13.0,6.0,-11.2,-252.1866,0,0,-1,0,1,0,0,0,0,1,2.52744823694,156.439754963,,,,,-6.33660015894,-246.190777921,-6.47445944202,-245.457898926,-5.75888563019,-245.717030496,515,63.7231521606,375,357,5498,5519,4535,4557,5508.12521082,4544.17926843,6.9546377149,7.97671409917,0.00569008160818,2.44260737084e-05,2.73327169692e-05,2.20199630938e-07,2.82431340218,2.63715863228,1.56522941589,0.143789023161,0.125364974141,-0.000205139935133,385957.53125,386470.40625,21280.7246094,35179.5390625,5508,4544,5508,4544,0,5507.81167317,4543.54405567,5507.89,4543.73,5508.06748774,4544.09673593,4063.99059645,1080.27921385,4063.79429728,1080.9598516,4063.85718312,1080.77152887,4063.97764283,1080.37909263,515,-6.33386179932,-246.182733387,0.00849783151779,False,2.70538590393,156.347321834,-6.47281462998,-245.450060941,-5.75685490381,-245.708124346
7,7,R-13C8,1314,FTO7,flatNominal,7,7,7.38350285934,14.3061029845,0.0,14.9511828395,0.362062227679,14.9403458708,-0.385370561787,-0.656526793594,-0.160742399459,0.133380148382,-0.180391160307,0.0194040566423,flatNominal,ApogeeBoss,-13.0,7.0,11.2,-252.1866,0,0,-1,0,1,0,0,0,0,1,281.110911369,29.7712218761,,,,,-7.19001872001,-262.867922941,-7.4506658641,-263.560223557,-7.92346058172,-262.981225828,530,63.7231521606,377,361,5595,5616,4630,4653,5604.81697673,4639.45021974,6.96681557933,7.94539081403,-0.238887656154,2.38852167173e-05,2.68495939446e-05,-6.66225098345e-07,2.82853198051,2.62899470329,-1.34370040894,0.143685728312,0.125989019871,0.00864016637206,391923.9375,392448.4375,21616.0761719,35478.140625,5604,4639,5604,4639,0,5604.53432049,4638.90995569,5604.54,4639.03,5604.78398114,4639.40788621,4056.73133034,944.73160297,4056.57618492,945.321272111,4056.65788584,945.228978153,4056.72718925,944.785116413,530,-7.1822329187,-262.866582409,0.00790036253157,False,281.004093752,29.94190554,-7.44210821237,-263.559173131,-7.91554802913,-262.980702773
8,8,R-13C9,756,FTO8,flatNominal,8,8,7.35918660207,14.2856832585,0.0,14.9184064105,0.38020774447,14.929898854,-0.370408159634,0.95419524617,1.93968587045,0.164380594519,0.0192509246608,0.0261180952259,flatNominal,ApogeeBoss,-13.0,8.0,33.6,-252.1866,0,0,-1,0,1,0,0,0,0,1,64.7440892458,90.5277299881,,,,,45.6395297673,-242.118716253,45.5219215271,-241.389974312,46.2229650674,-241.658478066,544,63.7231521606,373,348,5159,5180,4799,4821,5169.22847772,4808.7381995,6.98473174383,7.98973577859,-0.0989486215556,2.24579777106e-05,2.66502677656e-05,-3.37856620314e-07,2.82831835747,2.6410381794,-1.4735840559,0.143194541335,0.125182554126,0.00354677625,392588.09375,392997.4375,22181.1835938,38164.2460938,5169,4808,5169,4808,0,5168.94062821,4808.18397852,5169.01,4808.32,5169.31861389,4808.63384552,4492.66731054,1113.1227599,4492.50659893,1113.72624147,4492.54299538,1113.58153699,4492.53039468,1113.13914075,544,45.6408764025,-242.122259675,0.00379068136669,False,64.7223616202,90.5386744588,45.5234053147,-241.393495612,46.2243983098,-241.6621313
9,9,R-13C10,637,FTO9,flatNominal,9,9,7.40282980322,14.3648969316,0.0,15.0109528837,0.361387886398,14.9819591001,-0.403555308928,-2.32770620527,0.141993420043,0.137187283814,0.0315693847494,0.0173077356229,flatNominal,ApogeeBoss,-13.0,9.0,56.0,-252.1866,0,0,-1,0,1,0,0,0,0,1,46.9414848089,90.723938942,,,,,71.3028732067,-247.35134157,71.4981925945,-246.637310875,72.0232694463,-247.194332446,563,63.7231521606,376,352,5031,5052,4972,4995,5041.4419268,4982.06155247,7.21108092524,8.04036889119,-0.152570496996,2.47687230173e-05,2.79522709763e-05,-7.95252557587e-07,2.8403429985,2.68028020859,-1.39450621605,0.13873116672,0.124422356486,0.00526500260457,382552.15625,383052.125,20061.2148438,31880.5898438,5041,4981,5041,4981,0,5041.10551623,4981.61133281,5041.2,4981.6,5041.53566453,4982.03557102,4703.87398366,1071.14504548,4703.81922864,1071.70439483,4703.74202526,1071.64854447,4703.78721133,1071.10108686,563,71.3035076449,-247.314222219,0.0371247732565,False,47.1499681169,90.6188895853,71.497537702,-246.599840084,72.0236192681,-247.155912846
