,index,holeID,positionerID,robotailID,wokID_x,apSpecID,bossSpecID,alphaArmLen,metX,metY,apX,apY,bossX,bossY,alphaOffset,betaOffset,dx,dy,stdr,wokID_y,holeType,hexRow,hexCol,xWok,yWok,zWok,ix,iy,iz,jx,jy,jz,kx,ky,kz,alphaReport,betaReport,cmdAlpha,cmdBeta,startAlpha,startBeta,xWokReportMetrology,yWokReportMetrology,xWokReportAPOGEE,yWokReportAPOGEE,xWokReportBOSS,yWokReportBOSS,index,thresh,npix,tnpix,xmin,xmax,ymin,ymax,x,y,x2,y2,xy,errx2,erry2,errxy,a,b,theta,cxx,cyy,cxy,cflux,flux,cpeak,peak,xcpeak,ycpeak,xpeak,ypeak,flag,xWinpos,yWinpos,xSimple,ySimple,xNudge,yNudge,xRot,yRot,xWinposRot,yWinposRot,xSimpleRot,ySimpleRot,xNudgeRot,yNudgeRot,centroidID,xWokMeasMetrology,yWokMeasMetrology,wokErr,wokErrWarn,alphaMeas,betaMeas,xWokMeasAPOGEE,yWokMeasAPOGEE,xWokMeasBOSS,yWokMeasBOSS
0,0,R-13C1,1004,FTO0,flatNominal,0,0,7.40635738192,14.3179860815,0.0,14.9733275655,0.364967350287,14.963733287,-0.376150133223,0.636819198317,0.0915112945468,0.179203784145,-0.0833079596417,0.0213359803132,flatNominal,ApogeeBoss,-13.0,0.0,-145.6,-252.1866,0,0,-1,0,1,0,0,0,0,1,235.600068569,119.735119343,,,,,-152.823464512,-262.533849544,-152.504347741,-263.212700127,-153.243058106,-263.152250379,107,61.1165657043,394,370,6294,6315,1896,1920,6304.53459531,1907.22726549,6.39770728482,8.40689139852,0.203745914227,2.02042007338e-05,2.46136700808e-05,4.98206299135e-07,2.90298891068,2.5253226757,1.47074615955,0.156426727772,0.119041912258,-0.00758218578994,414009.84375,414486.53125,23608.5253906,40159.6484375,6304,1907,6304,1907,0,6304.2260066,1906.98895587,6304.3,1907.08,6304.68197181,1907.88403282,2838.03716253,954.919260251,2837.81221385,955.237719917,2837.89947931,955.159645522,2838.68705611,954.744041838,107,-152.807671165,-262.513869345,0.0254683757861,False,235.412477291,119.931870811,-152.488445867,-263.192668901,-153.227165886,-263.132337254
1,1,R-13C2,1009,FTO1,flatNominal,1,1,7.38311124378,14.3056225747,0.0,14.9512203539,0.371279136569,14.9484875503,-0.385825465062,-0.296475566983,-0.0696109612059,0.0566868460496,-0.0257238711226,0.0288233972446,flatNominal,ApogeeBoss,-13.0,1.0,-123.2,-252.1866,0,0,-1,0,1,0,0,0,0,1,256.231534481,97.8630566597,,,,,-131.950239472,-264.669041525,-131.651707257,-265.351334136,-132.403982379,-265.26591173,137,61.1165657043,418,391,6306,6328,2066,2091,6316.27430754,2078.59914248,6.81572088193,8.74456262232,0.239691391186,2.0496308633e-05,2.49672663174e-05,8.38971196803e-07,2.96207737923,2.60506844521,1.44899713993,0.146861195564,0.114467121661,-0.00805102847517,437313.46875,437889.1875,23851.5800781,39114.9570312,6316,2078,6316,2078,0,6315.95284328,2078.43847268,6316.02,2078.46,6316.27856651,2078.79826658,3008.75343383,935.890445756,3008.60660295,936.218462146,3008.62561491,936.148459396,3008.95219578,935.877708759,137,-131.954983403,-264.643333697,0.02614186894,False,256.035422908,98.0151379643,-131.6569756,-265.32585552,-132.409184854,-265.239855036
2,2,R-13C3,1136,FTO2,flatNominal,2,2,7.39051516067,14.3363338522,0.0,14.9974674757,0.334438383901,14.9909165242,-0.406490434958,-0.521688890608,0.266420010045,0.0540630368742,-0.0653913240946,0.0240620455019,flatNominal,ApogeeBoss,-13.0,2.0,-100.8,-252.1866,0,0,-1,0,1,0,0,0,0,1,10.0167645514,170.01309514,,,,,-99.5898300772,-245.193703629,-99.9216648925,-244.5312594,-99.1807675797,-244.540725206,172,61.1165657043,418,398,6139,6162,2323,2351,6149.30773981,2336.86604565,6.71076902754,9.36987119907,0.122401765417,1.8243623655e-05,2.54869649585e-05,3.38270356775e-07,3.06194281578,2.58942985535,1.52489447594,0.149049729109,0.106750488281,-0.00389417307451,450550.875,451246.78125,24109.3144531,38639.875,6149,2337,6149,2337,0,6149.00694709,2336.42384304,6149.07,2336.6,6149.27921348,2336.88747237,3273.89803724,1091.70433248,3273.46904855,1092.02368826,3273.64518392,1091.94835728,3273.92065962,1091.73192023,172,-99.5615480578,-245.156718532,0.0465593169842,False,11.6369384257,169.101611864,-99.9015510426,-244.498429332,-99.1605933253,-244.4987305
3,3,R-13C4,1118,FTO3,flatNominal,3,3,7.35982005957,14.2952971099,0.0,14.9219003495,0.392837134749,14.9522770728,-0.351985710365,0.453283784589,-2.22395706337,0.159959440692,0.0159495472563,0.0214242380762,flatNominal,ApogeeBoss,-13.0,3.0,-78.4,-252.1866,0,0,-1,0,1,0,0,0,0,1,228.353018761,153.366104364,,,,,-79.0450305367,-260.93691146,-78.4619825696,-261.391892451,-79.1517522515,-261.674561165,196,61.1165657043,417,394,6261,6283,2497,2525,6271.05232159,2511.93230431,6.73056234981,10.9006718116,0.113338302262,2.07898806359e-05,3.2509583468e-05,6.87274350344e-07,3.30208277702,2.59373950958,1.54364430904,0.14860200882,0.0917535275221,-0.00309013971128,411137.40625,411787.53125,20158.5683594,32496.0683594,6271,2511,6271,2511,0,6270.75769723,2511.48576974,6270.82,2511.67,6271.059505,2511.75368557,3443.61956904,962.613125352,3443.18598957,962.926502894,3443.36698029,962.854159353,3443.44080643,962.613556903,196,-78.97002198,-260.91880717,0.0771624838146,False,228.495830196,153.594999945,-78.3840346089,-261.369996083,-79.0719559718,-261.657133705
4,4,R-13C5,1107,FTO4,flatNominal,4,4,7.40102200966,14.3306670749,0.0,14.9567277882,0.389105330496,14.9739294016,-0.355738465558,0.401596027768,3.98549779119,0.200011098092,-0.0405156949837,0.0193305700694,flatNominal,ApogeeBoss,-13.0,4.0,-56.0,-252.1866,0,0,-1,0,1,0,0,0,0,1,211.413795948,112.10621953,,,,,-67.5560065161,-258.238351545,-67.5589831724,-258.975471694,-68.1991448922,-258.594314051,211,61.1165657043,415,392,6236,6258,2591,2619,6246.07610205,2605.29100054,6.61338030093,12.1124811408,0.202250920453,2.47487927414e-05,4.20097837468e-05,9.82546279015e-07,3.48136615753,2.5702047348,1.5340834856,0.151285856962,0.0826016515493,-0.00505226012319,366187.4375,366756.375,17773.9746094,28304.2226562,6246,2605,6246,2605,0,6245.76615118,2604.74726753,6245.83,2605.11,6246.05909828,2605.03613667,3537.95741808,983.589968362,3537.42738125,983.922798768,3537.78316208,983.84120151,3537.70350983,983.617812875,211,-67.4857945073,-258.264361644,0.074874905393,False,211.283419531,112.499984155,-67.4853826091,-259.001487688,-68.1272897371,-258.623276881
5,5,R-13C6,1127,FTO5,flatNominal,5,5,7.39551645805,14.3285609671,0.0,14.986635533,0.372019421927,14.9760747324,-0.378356294532,-0.663947593606,0.539771987147,0.128836986852,-0.023979672984,0.0177033585356,flatNominal,ApogeeBoss,-13.0,5.0,-33.6,-252.1866,0,0,-1,0,1,0,0,0,0,1,58.0748140812,157.066158056,,,,,-35.6148189568,-244.563883292,-36.297110937,-244.238401743,-35.6765053723,-243.816472864,249,61.1165657043,433,412,6115,6135,2849,2877,6124.38880887,2863.02460092,6.10088779118,17.5472010485,0.237243531181,2.60743985271e-05,5.31812408939e-05,1.78782883855e-06,4.18952465057,2.46900224686,1.55008161068,0.16399680078,0.0570191256702,-0.00443457392976,352691.4375,353428.6875,14708.6552734,22831.15625,6124,2863,6124,2863,0,6124.11918444,2862.4457123,6124.19,2862.85,6124.47335267,2862.77448552,3800.64048649,1094.18839355,3800.07360821,1094.48243161,3800.46983252,1094.39129638,3800.38699687,1094.1145804,249,-35.581032269,-244.524219761,0.0521031281028,False,58.3399026325,156.725795979,-36.2628960523,-244.197842118,-35.6417367055,-243.776728936
6,6,R-13C7,1104,FTO6,flatNominal,6,6,7.39402217741,14.3321964374,0.0,14.9788597111,0.371407340788,14.9697019537,-0.389586211094,-0.0717444939533,1.88710288858,0.150498543094,-0.170912428703,0.0163987668575,flatNominal,ApogeeBoss,-13.0,6.0,-11.2,-252.1866,0,0,-1,0,1,0,0,0,0,1,201.399393082,143.349212408,,,,,-17.3903487257,-259.389373037,-17.1793653044,-260.104637183,-17.9174025145,-259.918905853,273,61.1165657043,427,398,6230,6250,3005,3033,6239.28171563,3017.90151769,6.04302459846,17.0197716181,-0.00742426042025,2.54096113999e-05,5.52951007908e-05,-2.47126579907e-07,4.1255030632,2.45825529099,-1.570119977,0.165480136871,0.0587552264333,0.000144369463669,349625.78125,350296.84375,15266.9814453,26319.2929688,6239,3018,6239,3018,0,6238.97601043,3017.61931203,6239.05,3017.56,6239.19721123,3018.04453817,3950.48285468,972.80262804,3950.21392697,973.120076602,3950.15024525,973.051862711,3950.62934489,972.880963633,273,-17.4140068395,-259.393702645,0.0240510260213,False,201.531141609,143.185289331,-17.2034251093,-260.109085156,-17.9413579053,-259.922939409
7,7,R-13C8,1314,FTO7,flatNominal,7,7,7.38350285934,14.3061029845,0.0,14.9511828395,0.362062227679,14.9403458708,-0.385370561787,-0.656526793594,-0.160742399459,0.133380148382,-0.180391160307,0.0194040566423,flatNominal,ApogeeBoss,-13.0,7.0,11.2,-252.1866,0,0,-1,0,1,0,0,0,0,1,291.442844868,83.3180165291,,,,,7.5639867385,-268.824816295,8.07082288188,-269.363642983,7.34280302747,-269.533231622,301,61.1165657043,417,399,6297,6319,3214,3241,6307.26830455,3226.28763881,6.52293110343,11.6133339063,-0.131274915941,2.24925359361e-05,3.72435618044e-05,-1.01641534004e-06,3.40833044052,2.55334043503,-1.54503047466,0.153340190649,0.086127512157,0.00346665689722,388180.53125,388858.9375,20550.4101562,34273.3476562,6307,3226,6307,3226,0,6306.95347979,3226.24511921,6307.03,3226.07,6307.22674235,3226.64231319,4155.78388288,896.00132879,4155.75481215,896.317678967,4155.57849643,896.245889104,4156.14000573,896.027745552,301,7.53679210995,-268.815693484,0.0286840286114,False,291.322581023,83.348710136,8.04278528897,-269.355311848,7.31450120711,-269.52376217
8,8,R-13C9,756,FTO8,flatNominal,8,8,7.35918660207,14.2856832585,0.0,14.9184064105,0.38020774447,14.929898854,-0.370408159634,0.95419524617,1.93968587045,0.164380594519,0.0192509246608,0.0261180952259,flatNominal,ApogeeBoss,-13.0,8.0,33.6,-252.1866,0,0,-1,0,1,0,0,0,0,1,327.8358078,107.898724079,,,,,43.8111372883,-261.461825841,44.5064055149,-261.21383671,44.3696725131,-261.951983307,345,61.1165657043,405,386,6225,6246,3511,3535,6234.79097616,3522.47482694,6.84941544985,8.23091474711,-0.127976986576,1.77700857371e-05,2.01014291427e-05,-8.17751237134e-07,2.87100505829,2.61489200592,-1.47919869423,0.146040290594,0.121528483927,0.00454136542976,463412.15625,463936.125,24459.3320312,38563.0820312,6234,3522,6234,3522,0,6234.60067615,3522.1405051,6234.55,3522.25,6234.75992957,3522.5231274,4454.78948978,955.796483971,4454.4635774,956.000852039,4454.57475033,956.043608819,4454.83906887,955.825444981,345,43.8151128316,-261.442025631,0.0201953772604,False,327.835871924,107.979669056,44.5100297376,-261.193053725,44.3743405195,-261.931392908
9,9,R-13C10,637,FTO9,flatNominal,9,9,7.40282980322,14.3648969316,0.0,15.0109528837,0.361387886398,14.9819591001,-0.403555308928,-2.32770620527,0.141993420043,0.137187283814,0.0315693847494,0.0173077356229,flatNominal,ApogeeBoss,-13.0,9.0,56.0,-252.1866,0,0,-1,0,1,0,0,0,0,1,34.8982053995,30.4498207569,,,,,72.8344265291,-265.047613436,73.5740490044,-265.016822337,73.2028334357,-265.686283115,377,61.1165657043,403,381,6243,6264,3752,3776,6253.14336403,3762.80601155,6.51505010837,8.57552697316,-0.179244752936,1.78587496969e-05,2.2624933529e-05,-6.17897780937e-07,2.93104147911,2.5494260788,-1.48466658592,0.153579071164,0.116678006947,0.00642018718645,448086.9375,448712.6875,25325.3261719,41713.890625,6253,3762,6253,3762,0,6252.87004501,3762.39490164,6252.94,3762.46,6253.127277,3762.66114832,4694.12080616,927.223604585,4693.72171168,927.514187175,4693.78406174,927.443523904,4693.97675965,927.24584761,377,72.8976215232,-265.021921098,0.0682180583931,False,35.5867191695,29.6600295939,73.6372972701,-264.992437421,73.264898927,-265.661240984
