,index,holeID,positionerID,robotailID,wokID_x,apSpecID,bossSpecID,alphaArmLen,metX,metY,apX,apY,bossX,bossY,alphaOffset,betaOffset,dx,dy,stdr,wokID_y,holeType,hexRow,hexCol,xWok,yWok,zWok,ix,iy,iz,jx,jy,jz,kx,ky,kz,alphaReport,betaReport,cmdAlpha,cmdBeta,startAlpha,startBeta,xWokReportMetrology,yWokReportMetrology,xWokReportAPOGEE,yWokReportAPOGEE,xWokReportBOSS,yWokReportBOSS,index,thresh,npix,tnpix,xmin,xmax,ymin,ymax,x,y,x2,y2,xy,errx2,erry2,errxy,a,b,theta,cxx,cyy,cxy,cflux,flux,cpeak,peak,xcpeak,ycpeak,xpeak,ypeak,flag,xWinpos,yWinpos,xSimple,ySimple,xNudge,yNudge,xRot,yRot,xWinposRot,yWinposRot,xSimpleRot,ySimpleRot,xNudgeRot,yNudgeRot,centroidID,xWokMeasMetrology,yWokMeasMetrology,wokErr,wokErrWarn,alphaMeas,betaMeas,xWokMeasAPOGEE,yWokMeasAPOGEE,xWokMeasBOSS,yWokMeasBOSS
0,0,R-13C1,1004,FTO0,flatNominal,0,0,7.40635738192,14.3179860815,0.0,14.9733275655,0.364967350287,14.963733287,-0.376150133223,0.636819198317,0.0915112945468,0.179203784145,-0.0833079596417,0.0213359803132,flatNominal,ApogeeBoss,-13.0,0.0,-145.6,-252.1866,0,0,-1,0,1,0,0,0,0,1,249.046132565,71.6985476017,,,,,-161.547316965,-260.995380491,-161.669998806,-261.735395892,-162.243809891,-261.266260503,209,61.9626464844,350,336,1617,1638,2614,2640,1628.29020881,2628.18928125,7.45429224821,13.0426299766,-0.418445164801,5.07075818166e-05,9.18037952954e-05,-2.67310591209e-06,3.61576938629,2.72454285622,-1.49647033215,0.134392932057,0.0768099874258,0.00862342584878,216369.078125,216998.140625,7461.37646484,10617.9433594,1629,2628,1629,2627,0,1628.42540159,2627.24510736,1628.49,2627.95,1628.29020881,2628.18928125,2781.741913,942.286334907,2782.53056192,941.749888901,2782.05375342,942.267985082,2781.741913,942.286334907,209,-161.597686043,-260.939567912,0.0751803704408,False,248.947481844,71.5163019711,-161.723994369,-261.678972966,-162.295498601,-261.207030079
1,1,R-13C2,1009,FTO1,flatNominal,1,1,7.38311124378,14.3056225747,0.0,14.9512203539,0.371279136569,14.9484875503,-0.385825465062,-0.296475566983,-0.0696109612059,0.0566868460496,-0.0257238711226,0.0288233972446,flatNominal,ApogeeBoss,-13.0,1.0,-123.2,-252.1866,0,0,-1,0,1,0,0,0,0,1,153.548741341,142.869451046,,,,,-132.754957694,-251.933055271,-133.171898048,-252.550149616,-133.501954429,-251.868770403,189,61.9626464844,357,332,1827,1848,2488,2514,1838.39952645,2501.94502265,7.46389300223,10.5500994221,-0.38940137252,3.97372437988e-05,6.19127635159e-05,-2.57913582694e-06,3.25552964211,2.72314500809,-1.44720196724,0.134236827493,0.09496871382,0.00990929175168,257066.125,257507.609375,10003.65625,14472.8447266,1839,2502,1839,2501,0,1838.52572896,2501.24409313,1838.56,2501.7,1838.7039409,2501.62017709,3016.61119898,1012.42873788,3017.21408503,1012.04958398,3016.90391406,1012.38561317,3017.0563475,1012.43470411,189,-132.792084039,-251.934254246,0.037145700567,False,153.981845779,142.552886614,-133.207768358,-252.552195373,-133.539209985,-251.871488906
2,2,R-13C3,1136,FTO2,flatNominal,2,2,7.39051516067,14.3363338522,0.0,14.9974674757,0.334438383901,14.9909165242,-0.406490434958,-0.521688890608,0.266420010045,0.0540630368742,-0.0653913240946,0.0240620455019,flatNominal,ApogeeBoss,-13.0,2.0,-100.8,-252.1866,0,0,-1,0,1,0,0,0,0,1,10.0154428929,170.014082193,,,,,-99.589914498,-245.193732079,-99.9217454446,-244.531285913,-99.1808481871,-244.540756045,166,61.9626464844,365,345,2050,2071,2323,2349,2060.56993971,2336.2231406,7.46448103068,9.05833242187,-0.263002210429,3.04329975937e-05,3.9249542029e-05,-1.49325200637e-06,3.01672148705,2.72437238693,-1.41141307354,0.134104967117,0.110508643091,0.00778728444129,315250.5,315849.6875,15394.7802734,24895.96875,2061,2336,2061,2336,0,2060.80847287,2335.84064433,2060.76,2335.94,2060.76667624,2336.08229598,3288.77427913,1064.87578279,3289.21761826,1064.79422374,3289.10666818,1064.82355964,3289.01092231,1064.92620577,166,-99.5737857365,-245.169146002,0.0294042882372,False,11.1105531883,169.410397903,-99.9112862099,-244.509570281,-99.1703349799,-244.512685466
3,3,R-13C4,1118,FTO3,flatNominal,3,3,7.35982005957,14.2952971099,0.0,14.9219003495,0.392837134749,14.9522770728,-0.351985710365,0.453283784589,-2.22395706337,0.159959440692,0.0159495472563,0.0214242380762,flatNominal,ApogeeBoss,-13.0,3.0,-78.4,-252.1866,0,0,-1,0,1,0,0,0,0,1,169.381606579,41.975543797,,,,,-84.1432617098,-232.670910003,-84.7942543691,-232.319966714,-84.1615459698,-231.925804441,162,61.9626464844,367,344,2209,2231,2298,2324,2220.35692634,2310.69034012,8.04943300688,8.74064526441,-0.227080732119,3.66958625011e-05,4.1586271636e-05,-1.7660417854e-06,2.96792387962,2.82515597343,-1.28013849258,0.124323472381,0.114491939545,0.00645981263369,298101.53125,298605.34375,12914.6054688,18384.4199219,2221,2310,2220,2310,0,2220.3746096,2310.36775605,2220.5,2310.41,2220.42723497,2310.57149828,3415.3254209,1165.71532618,3415.57565691,1165.51098549,3415.62479519,1165.62993746,3415.46060311,1165.68717558,162,-84.1547782622,-232.666108216,0.0124775054346,False,169.50182628,41.8383345933,-84.8056668303,-232.314971908,-84.1728415808,-231.920997265
4,4,R-13C5,1107,FTO4,flatNominal,4,4,7.40102200966,14.3306670749,0.0,14.9567277882,0.389105330496,14.9739294016,-0.355738465558,0.401596027768,3.98549779119,0.200011098092,-0.0405156949837,0.0193305700694,flatNominal,ApogeeBoss,-13.0,4.0,-56.0,-252.1866,0,0,-1,0,1,0,0,0,0,1,254.488935471,43.3424109221,,,,,-75.3097353498,-258.097805619,-75.6319452908,-258.760780528,-76.0436106468,-258.139797588,134,61.9626464844,366,342,2105,2127,2106,2128,2116.71033208,2116.52937558,7.55756431798,8.43701017671,-0.293377020606,2.97853640527e-05,3.07859718046e-05,-1.53978304954e-06,2.91991353035,2.73288846016,-1.27661526203,0.132496610284,0.118685603142,0.00921451114118,333994.59375,334414.34375,15860.0429688,25418.7304688,2117,2116,2117,2116,0,2116.88777308,2116.27395132,2116.85,2116.35,2116.92575719,2116.65079356,3488.91515069,958.289078279,3489.22343875,958.248025471,3489.14112775,958.267159408,3488.97063481,958.530059227,134,-75.271333552,-258.121111241,0.0449204860431,False,254.279293,43.7859815063,-75.5908340105,-258.785396143,-76.0050312873,-258.166099129
5,5,R-13C6,1127,FTO5,flatNominal,5,5,7.39551645805,14.3285609671,0.0,14.986635533,0.372019421927,14.9760747324,-0.378356294532,-0.663947593606,0.539771987147,0.128836986852,-0.023979672984,0.0177033585356,flatNominal,ApogeeBoss,-13.0,5.0,-33.6,-252.1866,0,0,-1,0,1,0,0,0,0,1,147.67984271,47.4999421835,,,,,-33.3197492221,-232.275196584,-33.8499378601,-231.736345406,-33.1225761768,-231.551628791,120,61.9626464844,366,350,2493,2514,1991,2013,2503.4685894,2001.76483532,7.46977757805,8.50541805889,-0.0294758095722,3.07743113506e-05,3.48247500516e-05,-2.55406531978e-07,2.91654872894,2.73293614388,-1.54236555099,0.133874624968,0.117573723197,0.000927893968765,320598.34375,321127.53125,13983.2382812,19767.8007812,2504,2002,2504,2002,0,2503.41190577,2001.42590454,2503.55,2001.59,2503.48860955,2001.864293,3834.35556845,1166.67277984,3834.5677617,1166.4024816,3834.53465356,1166.6130633,3834.29558372,1166.75459956,120,-33.3199426734,-232.284496221,0.00930164886827,False,147.586911449,47.6353213409,-33.8505303768,-231.746037984,-33.1233057413,-231.560782549
6,6,R-13C7,1104,FTO6,flatNominal,6,6,7.39402217741,14.3321964374,0.0,14.9788597111,0.371407340788,14.9697019537,-0.389586211094,-0.0717444939533,1.88710288858,0.150498543094,-0.170912428703,0.0163987668575,flatNominal,ApogeeBoss,-13.0,6.0,-11.2,-252.1866,0,0,-1,0,1,0,0,0,0,1,275.011911392,129.889919758,,,,,-8.30393649369,-262.799991197,-7.57854268115,-262.972966973,-8.10694649534,-263.520675344,77,61.9626464844,354,332,2448,2469,1672,1693,2458.78560034,1681.79268134,7.37611105198,8.07669167639,-0.139564118978,2.91244526536e-05,3.00962222988e-05,-1.33715486796e-06,2.84665966034,2.71096515656,-1.38122272491,0.135617136955,0.123853564262,0.00468689063564,327241.46875,327768.5625,15849.7851562,25542.6601562,2459,1682,2459,1682,0,2458.97237795,1681.55397874,2458.93,1681.67,2458.63174383,1681.81684393,4040.63036818,918.017484636,4040.93259501,917.994599041,4040.81558386,918.0428958,4040.50882615,917.920102958,77,-8.25763301666,-262.765395229,0.0578004583515,False,275.117196764,130.048377928,-7.53145065133,-262.935030056,-8.0573276687,-263.48516496
7,7,R-13C8,1314,FTO7,flatNominal,7,7,7.38350285934,14.3061029845,0.0,14.9511828395,0.362062227679,14.9403458708,-0.385370561787,-0.656526793594,-0.160742399459,0.133380148382,-0.180391160307,0.0194040566423,flatNominal,ApogeeBoss,-13.0,7.0,11.2,-252.1866,0,0,-1,0,1,0,0,0,0,1,309.920325279,91.7732191086,,,,,14.6653149274,-267.810133817,15.3612372298,-268.060950932,14.7889929597,-268.541897613,61,61.9626464844,366,347,2545,2566,1504,1526,2555.84146312,1514.45213019,7.39821797666,8.23210865548,-0.083984798713,3.04440525906e-05,3.32391291309e-05,-4.16519013025e-07,2.8706240654,2.71842670441,-1.47141182423,0.135183334351,0.121489629149,0.00275830808096,325661.875,326174.15625,15992.3955078,25968.2714844,2556,1514,2556,1514,0,2555.97645639,1514.37106745,2555.95,1514.38,2555.68750438,1514.41476263,4229.66865023,876.941597763,4229.81951607,876.986695956,4229.79258209,876.970432324,4229.59249649,876.802672465,61,14.6972693928,-267.78544105,0.0403834201951,False,309.938165351,91.917122806,15.3938969682,-268.034292606,14.8230126704,-268.516852792
8,8,R-13C9,756,FTO8,flatNominal,8,8,7.35918660207,14.2856832585,0.0,14.9184064105,0.38020774447,14.929898854,-0.370408159634,0.95419524617,1.93968587045,0.164380594519,0.0192509246608,0.0261180952259,flatNominal,ApogeeBoss,-13.0,8.0,33.6,-252.1866,0,0,-1,0,1,0,0,0,0,1,155.962536335,48.0129629374,,,,,30.0480264805,-232.837610384,29.4229019463,-232.44503449,30.0872866464,-232.095535875,67,61.9626464844,369,349,2840,2862,1601,1623,2851.01047191,1611.71799962,7.43788710756,8.29734679485,-0.151452531171,2.95183724045e-05,3.0740475533e-05,-1.14035761867e-06,2.88500523567,2.72249507904,-1.40137434006,0.13449677825,0.120565265417,0.00490997359157,337670.125,338189.90625,16314.2246094,26035.0371094,2851,1612,2851,1612,0,2851.05566629,1611.48726202,2851.06,1611.62,2850.99679906,1611.81237941,4356.73905672,1160.55842536,4356.93997951,1160.43630901,4356.84208834,1160.52957227,4356.66011611,1160.61193117,67,29.9823056137,-232.891164478,0.0847777878398,False,155.782398421,48.584906175,29.3545111675,-232.502872514,30.0164903783,-232.148838849
9,9,R-13C10,637,FTO9,flatNominal,9,9,7.40282980322,14.3648969316,0.0,15.0109528837,0.361387886398,14.9819591001,-0.403555308928,-2.32770620527,0.141993420043,0.137187283814,0.0315693847494,0.0173077356229,flatNominal,ApogeeBoss,-13.0,9.0,56.0,-252.1866,0,0,-1,0,1,0,0,0,0,1,72.0811057091,97.4320042133,,,,,66.1283590689,-240.870659195,65.9175063176,-240.161060284,66.6574545096,-240.357160781,43,61.9626464844,344,324,2994,3014,1337,1359,3003.65153024,1348.17002214,6.87001823486,8.19166770154,-0.140689447758,3.10379138147e-05,3.56244740672e-05,-9.54783174116e-07,2.86469507217,2.61824512482,-1.46591234207,0.14561124146,0.122118212283,0.00500165903941,299033.625,299474.65625,14758.4228516,23563.984375,3004,1348,3004,1348,0,3003.62122702,1347.9996664,3003.68,1348.07,3003.64728597,1348.17508484,4654.31489208,1095.7089741,4654.42032459,1095.57177589,4654.40830243,1095.66650073,4654.30829144,1095.70925051,43,66.1143370899,-240.863415954,0.0157822825556,False,72.1123307934,97.463799319,65.9027039715,-240.154049391,66.6428674086,-240.349335893
