,index,holeID,positionerID,robotailID,wokID_x,apSpecID,bossSpecID,alphaArmLen,metX,metY,apX,apY,bossX,bossY,alphaOffset,betaOffset,dx,dy,stdr,wokID_y,holeType,hexRow,hexCol,xWok,yWok,zWok,ix,iy,iz,jx,jy,jz,kx,ky,kz,alphaReport,betaReport,cmdAlpha,cmdBeta,startAlpha,startBeta,xWokReportMetrology,yWokReportMetrology,xWokReportAPOGEE,yWokReportAPOGEE,xWokReportBOSS,yWokReportBOSS,index,thresh,npix,tnpix,xmin,xmax,ymin,ymax,x,y,x2,y2,xy,errx2,erry2,errxy,a,b,theta,cxx,cyy,cxy,cflux,flux,cpeak,peak,xcpeak,ycpeak,xpeak,ypeak,flag,xWinpos,yWinpos,xSimple,ySimple,xNudge,yNudge,xRot,yRot,xWinposRot,yWinposRot,xSimpleRot,ySimpleRot,xNudgeRot,yNudgeRot,centroidID,xWokMeasMetrology,yWokMeasMetrology,wokErr,wokErrWarn,alphaMeas,betaMeas,xWokMeasAPOGEE,yWokMeasAPOGEE,xWokMeasBOSS,yWokMeasBOSS
0,0,R-13C1,1004,FTO0,flatNominal,0,0,7.40635738192,14.3179860815,0.0,14.9733275655,0.364967350287,14.963733287,-0.376150133223,0.636819198317,0.0915112945468,0.179203784145,-0.0833079596417,0.0213359803132,flatNominal,ApogeeBoss,-13.0,0.0,-145.6,-252.1866,0,0,-1,0,1,0,0,0,0,1,68.4547483921,15.3946687281,,,,,-124.510726719,-256.361928692,-123.82383009,-256.060520914,-123.903413305,-256.797415538,601,63.6664505005,369,357,4307,4329,5407,5428,4318.07194959,5416.19225708,7.27991569998,7.73911033293,-0.0834556575812,2.71424717141e-05,3.00395636282e-05,-3.78851934012e-07,2.7845659256,2.69540691376,-1.39647674561,0.137381210923,0.129229798913,0.00296293478459,359429.21875,360053.1875,19254.0664062,30765.0058594,4318,5416,4318,5416,0,4317.92520732,5415.4988809,4317.97,5415.71,4318.12330061,5416.6062549,3098.6147873,991.983580067,3098.99853221,992.579435472,3098.88437386,992.399119607,3098.41955686,991.614911932,601,-124.469603504,-256.22277685,0.145101185075,False,69.2830973652,14.7224756641,-123.783530893,-255.919498102,-123.861105456,-256.656606887
1,1,R-13C2,1009,FTO1,flatNominal,1,1,7.38311124378,14.3056225747,0.0,14.9512203539,0.371279136569,14.9484875503,-0.385825465062,-0.296475566983,-0.0696109612059,0.0566868460496,-0.0257238711226,0.0288233972446,flatNominal,ApogeeBoss,-13.0,1.0,-123.2,-252.1866,0,0,-1,0,1,0,0,0,0,1,22.8555294871,24.5123004913,,,,,-109.930533711,-268.817569265,-109.205156488,-268.986307448,-109.723482439,-269.538170706,604,63.6664505005,387,355,4158,4180,5459,5482,4169.017675,5469.14509185,7.2176579814,8.02621924785,-0.123154051652,2.70123533184e-05,3.13281923081e-05,-1.25214860722e-06,2.83629345894,2.68315410614,-1.42294895649,0.138585373759,0.124624289572,0.00425289943814,374339.34375,374808.65625,19850.4550781,30942.0175781,4169,5469,4169,5469,0,4168.88546635,5468.37085746,4168.93,5468.63,4169.10100161,5469.2757759,3219.09152589,889.482190105,3219.49044428,890.158786084,3219.35392763,889.936723759,3218.96716983,889.389684867,604,-109.84234585,-268.754777089,0.108258746103,False,23.2674905207,24.3312780625,-109.116294399,-268.920590176,-109.632391783,-269.47453813
2,2,R-13C3,1136,FTO2,flatNominal,2,2,7.39051516067,14.3363338522,0.0,14.9974674757,0.334438383901,14.9909165242,-0.406490434958,-0.521688890608,0.266420010045,0.0540630368742,-0.0653913240946,0.0240620455019,flatNominal,ApogeeBoss,-13.0,2.0,-100.8,-252.1866,0,0,-1,0,1,0,0,0,0,1,10.0138295442,170.01309514,,,,,-99.5894690946,-245.193768979,-99.9212699753,-244.531307753,-99.1803731484,-244.540811511,599,63.6664505005,397,377,4147,4170,5251,5274,4158.72032484,5261.19852004,7.51251164523,8.0678510241,-0.00545502867585,2.31719637738e-05,2.41958249699e-05,2.58617748127e-07,2.84040570259,2.74088644981,-1.56097471714,0.133111342788,0.123948805034,0.000180004848517,424038.25,424531.28125,21354.6191406,31145.3691406,4159,5261,4159,5261,0,4158.45047954,5260.50737257,4158.62,5260.72,4158.76665516,5261.30191474,3302.6710346,1080.17114592,3303.16904152,1080.72113721,3302.93058187,1080.58519066,3302.5909614,1080.09098829,599,-99.5596516213,-245.150939174,0.0521869134657,False,11.8776070209,168.975058185,-99.9009650331,-244.493328457,-99.1600081855,-244.492153873
3,3,R-13C4,1118,FTO3,flatNominal,3,3,7.35982005957,14.2952971099,0.0,14.9219003495,0.392837134749,14.9522770728,-0.351985710365,0.453283784589,-2.22395706337,0.159959440692,0.0159495472563,0.0214242380762,flatNominal,ApogeeBoss,-13.0,3.0,-78.4,-252.1866,0,0,-1,0,1,0,0,0,0,1,99.2182695866,146.367770433,,,,,-83.9571027643,-244.802092871,-84.6927472963,-244.878117583,-84.3913422657,-244.196326689,596,63.6664505005,374,354,4029,4051,5204,5226,4039.84587552,5213.50165933,7.10379319777,7.700032203,0.0273841793169,2.35178863049e-05,2.6250084628e-05,-2.83537713123e-07,2.77511930466,2.66505885124,1.5249966383,0.140771791339,0.129871368408,-0.00100127374753,389997.625,390503.84375,21112.8398438,33431.9023438,4040,5213,4040,5213,0,4039.60051931,5212.9064092,4039.72,5213.04,4039.90238746,5213.59146199,3430.73675811,1082.47238169,3431.1777715,1082.94145479,3431.01587675,1082.86217183,3430.65200291,1082.40854852,596,-83.9820512053,-244.766380605,0.0435636388412,False,99.7226487198,145.988861043,-84.71752749,-244.844016092,-84.4176162077,-244.161566799
4,4,R-13C5,1107,FTO4,flatNominal,4,4,7.40102200966,14.3306670749,0.0,14.9567277882,0.389105330496,14.9739294016,-0.355738465558,0.401596027768,3.98549779119,0.200011098092,-0.0405156949837,0.0193305700694,flatNominal,ApogeeBoss,-13.0,4.0,-56.0,-252.1866,0,0,-1,0,1,0,0,0,0,1,263.726592064,100.189722776,,,,,-61.3331422385,-265.80990474,-60.8577032199,-266.37320991,-61.5922547947,-266.497797871,600,63.6664505005,411,392,3793,3816,5297,5320,3804.05546472,5307.55537098,7.87418251257,8.17073169582,0.68901020434,2.93921416958e-05,2.97670757698e-05,5.42230219e-06,2.95419049263,2.70511984825,0.891381561756,0.127941355109,0.123297847807,-0.0215777251869,401611.59375,402273.40625,22135.4941406,36463.5546875,3804,5307,3804,5307,0,3803.89930127,5306.8844654,3803.94,5307.02,3804.00590604,5307.69724944,3617.66151664,910.709891175,3618.0460752,911.28139448,3617.95496181,911.167894219,3617.65737668,910.559663272,600,-61.3061383519,-265.791153804,0.0328756364848,False,263.609733101,100.409402489,-60.8296892142,-266.353604864,-61.5640160256,-266.479510821
5,5,R-13C6,1127,FTO5,flatNominal,5,5,7.39551645805,14.3285609671,0.0,14.986635533,0.372019421927,14.9760747324,-0.378356294532,-0.663947593606,0.539771987147,0.128836986852,-0.023979672984,0.0177033585356,flatNominal,ApogeeBoss,-13.0,5.0,-33.6,-252.1866,0,0,-1,0,1,0,0,0,0,1,229.272179604,87.0423871279,,,,,-49.0912909673,-257.76561336,-49.2783867993,-258.498044745,-49.8125801744,-257.970965354,595,63.6664505005,366,350,3723,3744,5202,5224,3733.10700225,5211.23446565,6.97794531858,7.62261321445,0.00876130424429,2.33298680197e-05,2.68660675212e-05,-3.00114967722e-07,2.7609295845,2.64155745506,1.55720925331,0.143308863044,0.131188794971,-0.000329433649313,381931.5,382458.15625,20651.046875,33226.421875,3733,5211,3733,5211,0,3733.01090259,5210.56435768,3733.05,5210.75,3733.01959905,5211.3321262,3718.22757422,975.500856536,3718.55571225,976.092975843,3718.44851865,975.930957622,3718.27453046,975.378496359,595,-49.0855258008,-257.742884015,0.0234490995365,False,229.114082992,87.1575313407,-49.2731706553,-258.475174936,-49.8069687495,-257.947695229
6,6,R-13C7,1104,FTO6,flatNominal,6,6,7.39402217741,14.3321964374,0.0,14.9788597111,0.371407340788,14.9697019537,-0.389586211094,-0.0717444939533,1.88710288858,0.150498543094,-0.170912428703,0.0163987668575,flatNominal,ApogeeBoss,-13.0,6.0,-11.2,-252.1866,0,0,-1,0,1,0,0,0,0,1,157.900035381,50.2778577805,,,,,-15.7451661561,-233.076922104,-16.3901018921,-232.702522987,-15.7264393882,-232.330035227,577,63.6664505005,384,360,3536,3558,4917,4939,3547.30775849,4926.76808423,7.42693478684,7.94698301058,0.0674773964862,2.42567948533e-05,2.57123499282e-05,-1.13521887228e-08,2.82056665421,2.7236597538,1.4438444376,0.134655430913,0.125843629241,-0.00228670379147,398399.15625,398882.4375,21090.921875,34503.359375,3547,4926,3547,4926,0,3547.22147692,4926.1975929,3547.27,4926.33,3547.37806645,4926.82276488,3993.04875756,1175.29024147,3993.33229112,1175.79274876,3993.24593081,1175.68855999,3992.96359932,1175.26414056,577,-15.7584985734,-233.078251535,0.0133985348122,False,157.954171992,50.2553974188,-16.4036411991,-232.704209031,-15.7401847283,-232.331354419
7,7,R-13C8,1314,FTO7,flatNominal,7,7,7.38350285934,14.3061029845,0.0,14.9511828395,0.362062227679,14.9403458708,-0.385370561787,-0.656526793594,-0.160742399459,0.133380148382,-0.180391160307,0.0194040566423,flatNominal,ApogeeBoss,-13.0,7.0,11.2,-252.1866,0,0,-1,0,1,0,0,0,0,1,162.722271681,131.571868658,,,,,0.171319977508,-250.994486925,-0.276122858104,-251.583564157,-0.563944372774,-250.893685914,582,63.6664505005,388,368,3362,3384,5006,5029,3372.70200764,5016.58487999,7.41980970587,7.89678250923,0.0707079248051,2.41067242983e-05,2.56680306867e-05,-5.66099132914e-07,2.81194663048,2.72204852104,1.42668128014,0.134785845876,0.126644656062,-0.00241374946199,403206.625,403754.40625,21201.953125,32850.390625,3373,5016,3373,5016,0,3372.49150893,5015.98129685,3372.65,5016.12,3372.78071856,5016.64659637,4124.29590968,1029.24774735,4124.70730813,1029.73700559,4124.5093038,1029.65859552,4124.20039564,1029.21805918,582,0.18370549072,-250.979539378,0.0194121120234,False,162.543077443,131.654632367,-0.2647281455,-251.567862716,-0.551388167141,-250.877501038
8,8,R-13C9,756,FTO8,flatNominal,8,8,7.35918660207,14.2856832585,0.0,14.9184064105,0.38020774447,14.929898854,-0.370408159634,0.95419524617,1.93968587045,0.164380594519,0.0192509246608,0.0261180952259,flatNominal,ApogeeBoss,-13.0,8.0,33.6,-252.1866,0,0,-1,0,1,0,0,0,0,1,143.84878993,93.0500042439,,,,,25.5151732757,-239.149675814,24.7770732047,-239.159913062,25.1447990184,-238.505440726,564,63.6664505005,383,365,3200,3222,4843,4865,3211.3481929,4852.48071301,7.69363054473,7.80286907301,0.0738238647964,2.41938683903e-05,2.29690784106e-05,-2.09373775537e-07,2.80001473427,2.76702308655,1.1038877964,0.12998944521,0.128169625998,-0.00245969090611,409321.75,409896.625,21139.2421875,34615.4296875,3211,4852,3211,4852,0,3211.30741391,4851.92381737,3211.33,4852.05,3211.41526848,4852.52510013,4333.46353426,1125.23803842,4333.69970493,1125.7440217,4333.63582371,1125.63300716,4333.38505793,1125.22040846,564,25.507102044,-239.162756278,0.0153702094766,False,143.851934492,93.1086257832,24.7690134378,-239.173789208,25.1360335025,-238.518920837
9,9,R-13C10,637,FTO9,flatNominal,9,9,7.40282980322,14.3648969316,0.0,15.0109528837,0.361387886398,14.9819591001,-0.403555308928,-2.32770620527,0.141993420043,0.137187283814,0.0315693847494,0.0173077356229,flatNominal,ApogeeBoss,-13.0,9.0,56.0,-252.1866,0,0,-1,0,1,0,0,0,0,1,164.416977167,136.664063931,,,,,45.7316735003,-252.220998265,45.3406755776,-252.849576122,44.9964307831,-252.165855234,571,63.6664505005,383,364,3007,3029,4883,4905,3017.8609825,4893.11960148,7.53022442995,8.10559107646,0.234439010593,2.63443133008e-05,2.85864391501e-05,3.02928353033e-07,2.86164617538,2.72888207436,1.22890996933,0.13291785121,0.123482823372,-0.00768879894167,379502.53125,380050.8125,18632.390625,28491.5761719,3018,4893,3018,4893,0,3017.83529849,4892.4213957,3017.86,4892.66,3017.93898622,4893.11025118,4499.84762125,1018.44311605,4500.11994023,1019.08653919,4500.01573824,1018.87490761,4499.77804275,1018.47959676,571,45.73951748,-252.289161527,0.0686131053544,False,164.714232049,136.731365479,45.3525269034,-252.920214449,45.0039387888,-252.238697716
