,index,holeID,positionerID,robotailID,wokID_x,apSpecID,bossSpecID,alphaArmLen,metX,metY,apX,apY,bossX,bossY,alphaOffset,betaOffset,dx,dy,stdr,wokID_y,holeType,hexRow,hexCol,xWok,yWok,zWok,ix,iy,iz,jx,jy,jz,kx,ky,kz,alphaReport,betaReport,cmdAlpha,cmdBeta,startAlpha,startBeta,xWokReportMetrology,yWokReportMetrology,xWokReportAPOGEE,yWokReportAPOGEE,xWokReportBOSS,yWokReportBOSS,index,thresh,npix,tnpix,xmin,xmax,ymin,ymax,x,y,x2,y2,xy,errx2,erry2,errxy,a,b,theta,cxx,cyy,cxy,cflux,flux,cpeak,peak,xcpeak,ycpeak,xpeak,ypeak,flag,xWinpos,yWinpos,xSimple,ySimple,xNudge,yNudge,xRot,yRot,xWinposRot,yWinposRot,xSimpleRot,ySimpleRot,xNudgeRot,yNudgeRot,centroidID,xWokMeasMetrology,yWokMeasMetrology,wokErr,wokErrWarn,alphaMeas,betaMeas,xWokMeasAPOGEE,yWokMeasAPOGEE,xWokMeasBOSS,yWokMeasBOSS
0,0,R-13C1,1004,FTO0,flatNominal,0,0,7.40635738192,14.3179860815,0.0,14.9733275655,0.364967350287,14.963733287,-0.376150133223,0.636819198317,0.0915112945468,0.179203784145,-0.0833079596417,0.0213359803132,flatNominal,ApogeeBoss,-13.0,0.0,-145.6,-252.1866,0,0,-1,0,1,0,0,0,0,1,350.284674168,118.891521692,,,,,-133.389292404,-254.804769001,-132.897354745,-254.23849083,-132.654059586,-254.938601279,380,61.8759231567,340,323,6349,6369,3778,3799,6358.6917086,3787.21951486,6.38634783399,7.6064064902,0.159686432602,2.9206000975e-05,3.45331305706e-05,7.80777372205e-07,2.76169514656,2.52305245399,1.4427844286,0.156666263938,0.131537169218,-0.0065780011937,307335.09375,307857.75,17694.6015625,29713.2910156,6358,3787,6358,3787,0,6358.30190583,3786.74961157,6358.39,3786.86,6358.58101312,3786.98473272,3019.27576157,1014.29187555,3019.2193528,1014.899801,3019.2350455,1014.76548881,3019.18811182,1014.53619841,380,-133.371946279,-254.760751229,0.0473122846818,False,350.561931185,118.825444539,-132.882099135,-254.192663733,-132.636225179,-254.891872695
1,1,R-13C2,1009,FTO1,flatNominal,1,1,7.38311124378,14.3056225747,0.0,14.9512203539,0.371279136569,14.9484875503,-0.385825465062,-0.296475566983,-0.0696109612059,0.0566868460496,-0.0257238711226,0.0288233972446,flatNominal,ApogeeBoss,-13.0,1.0,-123.2,-252.1866,0,0,-1,0,1,0,0,0,0,1,107.986893654,90.5917274952,,,,,-120.662861311,-236.410789436,-121.217317633,-235.913574315,-120.497287053,-235.679542671,373,61.8759231567,338,316,6172,6191,3746,3767,6180.83843377,3755.48338716,6.34064476793,7.567296438,0.120849650628,2.62984161774e-05,3.01995911753e-05,5.19253931867e-07,2.75301456451,2.51572108269,1.47352254391,0.157760679722,0.132187828422,-0.00503887329251,323037.0,323471.75,18268.0664062,30102.5039062,6180,3755,6180,3755,0,6180.4543106,3755.00032486,6180.5,3755.12,6180.77178858,3755.33085907,3122.65245667,1162.45471866,3122.582729,1163.06793791,3122.63819051,1162.95055832,3122.59178715,1162.60972063,373,-120.667840557,-236.401557404,0.0104891995074,False,108.067029438,90.5193267148,-121.222363999,-235.90441714,-120.50236502,-235.670288293
2,2,R-13C3,1136,FTO2,flatNominal,2,2,7.39051516067,14.3363338522,0.0,14.9974674757,0.334438383901,14.9909165242,-0.406490434958,-0.521688890608,0.266420010045,0.0540630368742,-0.0653913240946,0.0240620455019,flatNominal,ApogeeBoss,-13.0,2.0,-100.8,-252.1866,0,0,-1,0,1,0,0,0,0,1,10.0157801807,170.01309514,,,,,-99.5897090071,-245.193725545,-99.9215324411,-244.531275615,-99.1806352911,-244.540754149,400,61.8759231567,363,353,6100,6120,3919,3943,6109.30474286,3929.66036855,6.61133197001,7.96541895553,0.0700054866984,2.39525214827e-05,2.87609402531e-05,-6.53030593906e-09,2.82294678688,2.57054901123,1.51927995682,0.15126952529,0.125554352999,-0.00265891780145,361679.28125,362336.03125,21002.3515625,35834.4140625,6109,3929,6109,3929,0,6108.84969263,3929.10542858,6108.96,3929.24,6109.22371423,3929.50223938,3296.36856594,1089.80898124,3296.29820441,1090.52317893,3296.31376172,1090.34677205,3296.31411184,1089.97811203,400,-99.5623826753,-245.174456413,0.0334369233803,False,10.8784631763,169.479262811,-99.8980027722,-244.513921894,-99.1570634234,-244.519147896
3,3,R-13C4,1118,FTO3,flatNominal,3,3,7.35982005957,14.2952971099,0.0,14.9219003495,0.392837134749,14.9522770728,-0.351985710365,0.453283784589,-2.22395706337,0.159959440692,0.0159495472563,0.0214242380762,flatNominal,ApogeeBoss,-13.0,3.0,-78.4,-252.1866,0,0,-1,0,1,0,0,0,0,1,323.162498474,155.7989645,,,,,-70.0343532233,-251.739329019,-69.65650488,-251.103574929,-69.2891346092,-251.752206488,427,61.8759231567,353,338,5966,5987,4130,4152,5975.77037937,4140.15048419,6.68051397952,7.64448004251,0.0401586792734,2.66942390368e-05,2.92866603114e-05,-4.02224259247e-08,2.76516723633,2.58434581757,1.52923250198,0.149693801999,0.130817472935,-0.00157277029939,339190.15625,339687.1875,18814.8554688,30560.2285156,5975,4140,5975,4140,0,5975.37173292,4139.62280708,5975.45,4139.77,5975.65037806,4140.02320807,3539.60992705,1035.30067676,3539.51893732,1035.95572104,3539.56887353,1035.80165012,3539.60484938,1035.47553025,427,-70.0064096407,-251.705620946,0.0437844499501,False,323.863964043,155.48891502,-69.6329132343,-251.067300439,-69.2611204442,-251.713407193
4,4,R-13C5,1107,FTO4,flatNominal,4,4,7.40102200966,14.3306670749,0.0,14.9567277882,0.389105330496,14.9739294016,-0.355738465558,0.401596027768,3.98549779119,0.200011098092,-0.0405156949837,0.0193305700694,flatNominal,ApogeeBoss,-13.0,4.0,-56.0,-252.1866,0,0,-1,0,1,0,0,0,0,1,65.2027416229,81.4671474695,,,,,-42.3651180459,-242.90270846,-42.402649148,-242.166538377,-41.7425107311,-242.511944582,443,61.8759231567,368,350,5755,5776,4241,4264,5764.85864812,4251.22604212,6.82944395775,7.78903798472,0.0592679401018,2.53850846106e-05,2.7092356632e-05,5.5943655467e-07,2.79153800011,2.61262273788,1.50934410095,0.146434471011,0.128394037485,-0.00222848309204,364974.4375,365576.875,19588.4023438,30743.8417969,5764,4251,5764,4251,0,5764.52926806,4250.67506432,5764.55,4250.82,5764.77929614,4251.12153758,3767.31611333,1105.80904985,3767.15965647,1106.43161632,3767.25055742,1106.31159209,3767.29837716,1105.93906279,443,-42.3546785859,-242.910478602,0.013013740013,False,65.1892139407,81.4296689552,-42.3915543154,-242.174275399,-41.7317236496,-242.520269139
5,5,R-13C6,1127,FTO5,flatNominal,5,5,7.39551645805,14.3285609671,0.0,14.986635533,0.372019421927,14.9760747324,-0.378356294532,-0.663947593606,0.539771987147,0.128836986852,-0.023979672984,0.0177033585356,flatNominal,ApogeeBoss,-13.0,5.0,-33.6,-252.1866,0,0,-1,0,1,0,0,0,0,1,151.848253012,67.6597416401,,,,,-39.1510349573,-234.760944548,-39.8561299091,-234.488361179,-39.2694539575,-234.020401165,438,61.8759231567,358,340,5690,5710,4214,4235,5699.382846,4223.09818328,6.71735607131,7.80448539828,0.050727860326,2.57604801149e-05,2.89042187668e-05,2.37861335691e-07,2.7940735817,2.59133052826,1.52426886559,0.148875400424,0.128137737513,-0.00193533080164,347119.625,347635.875,19148.9023438,31507.7148438,5699,4223,5699,4223,0,5698.98561987,4222.48231924,5699.09,4222.68,5699.34773945,4223.03539531,3793.75022896,1171.98680017,3793.59590065,1172.70322175,3793.66513588,1172.49131867,3793.73068153,1172.05602947,438,-39.1493197862,-234.775164382,0.0143229005861,False,151.747545479,67.8104884983,-39.8546525301,-234.503196912,-39.2683854954,-234.034724703
6,6,R-13C7,1104,FTO6,flatNominal,6,6,7.39402217741,14.3321964374,0.0,14.9788597111,0.371407340788,14.9697019537,-0.389586211094,-0.0717444939533,1.88710288858,0.150498543094,-0.170912428703,0.0163987668575,flatNominal,ApogeeBoss,-13.0,6.0,-11.2,-252.1866,0,0,-1,0,1,0,0,0,0,1,92.4136126041,19.2672769725,,,,,9.16079362821,-246.320875262,9.60576355608,-245.722445178,9.90076487231,-246.423992948,488,61.8759231567,366,349,5475,5496,4563,4584,5484.62221133,4572.11846532,7.08187333465,7.72940537832,0.0193541024344,2.7134474049e-05,2.80840536898e-05,1.40734795925e-07,2.78028464317,2.66107034683,1.54094278812,0.141206547618,0.12937694788,-0.00070715037873,353312.46875,353811.4375,19045.9960938,30526.0585938,5484,4572,5484,4572,0,5484.23655261,4571.44794671,5484.34,4571.68,5484.56755647,4572.02602015,4192.36745939,1076.89951878,4192.16631664,1077.64642537,4192.25222056,1077.40948939,4192.34077711,1077.00354435,488,9.19224744563,-246.339025727,0.0363150381496,False,92.8882951342,18.4471654439,9.64081712413,-245.743289169,9.93158356208,-246.446602705
7,7,R-13C8,1314,FTO7,flatNominal,7,7,7.38350285934,14.3061029845,0.0,14.9511828395,0.362062227679,14.9403458708,-0.385370561787,-0.656526793594,-0.160742399459,0.133380148382,-0.180391160307,0.0194040566423,flatNominal,ApogeeBoss,-13.0,7.0,11.2,-252.1866,0,0,-1,0,1,0,0,0,0,1,130.854935646,32.7410843968,,,,,20.8947292656,-233.889657322,20.7398826174,-233.166304302,21.4505985513,-233.397942114,486,61.8759231567,363,337,5334,5356,4559,4582,5344.40916694,4568.85263711,6.85909533549,7.92902960798,0.0892900029081,2.59927965016e-05,2.90328812432e-05,3.09804820086e-07,2.81716704369,2.61757421494,1.48810482025,0.145813196898,0.126137331128,-0.00328404898755,350913.375,351359.625,19565.5253906,32676.6503906,5344,4568,5344,4568,0,5344.03081905,4568.33706352,5344.13,4568.43,5344.45566958,4568.79299817,4289.24228323,1178.31762347,4289.14549004,1178.94975822,4289.13812256,1178.81352677,4289.16723333,1178.32694074,486,20.9059893056,-233.88184895,0.0137025243066,False,131.011115873,32.4831074522,20.7524280736,-233.158221958,21.462731338,-233.391122124
8,8,R-13C9,756,FTO8,flatNominal,8,8,7.35918660207,14.2856832585,0.0,14.9184064105,0.38020774447,14.929898854,-0.370408159634,0.95419524617,1.93968587045,0.164380594519,0.0192509246608,0.0261180952259,flatNominal,ApogeeBoss,-13.0,8.0,33.6,-252.1866,0,0,-1,0,1,0,0,0,0,1,104.856745005,72.602006793,,,,,40.6120877685,-236.060454693,40.2279930883,-235.430083539,40.9785240451,-235.413971597,499,61.8759231567,378,360,5232,5254,4686,4710,5242.29596348,4696.62754425,7.26974614014,7.81704439277,0.0571204281458,2.67678385749e-05,2.84075146693e-05,2.40585193316e-08,2.79695224762,2.69515275955,1.4679056406,0.13756428659,0.127932935953,-0.00201040972024,364715.5,365170.4375,21308.4375,37108.0,5242,4696,5242,4696,0,5241.9066802,4696.06375806,5242.0,4696.19,5242.35503665,4696.49193634,4451.79082299,1160.11033271,4451.66768672,1160.7843014,4451.69431796,1160.62769804,4451.65318323,1160.16450321,499,40.6214963779,-236.112132374,0.0525271793194,False,104.439265587,73.0395936657,40.237180498,-235.481896052,40.9877057543,-235.46552072
9,9,R-13C10,637,FTO9,flatNominal,9,9,7.40282980322,14.3648969316,0.0,15.0109528837,0.361387886398,14.9819591001,-0.403555308928,-2.32770620527,0.141993420043,0.137187283814,0.0315693847494,0.0173077356229,flatNominal,ApogeeBoss,-13.0,9.0,56.0,-252.1866,0,0,-1,0,1,0,0,0,0,1,317.986929417,136.119425297,,,,,65.2143773898,-257.136814751,65.8479583872,-256.753977164,65.8446181528,-257.519462353,528,61.8759231567,356,342,5210,5231,4951,4973,5219.85414638,4960.27704286,6.7483333881,7.78602792158,0.0227233912305,2.48475805976e-05,2.99850719632e-05,5.12705734345e-07,2.79043459892,2.59765982628,1.54891240597,0.148186191916,0.128436461091,-0.000864957808517,346366.90625,346913.21875,18373.9941406,28049.2421875,5220,4960,5220,4960,0,5219.35608396,4959.67624646,5219.59,4959.82,5219.90979394,4960.20561304,4654.02315097,989.473939198,4653.95080213,990.250977247,4653.88209929,989.985566445,4653.93329794,989.485133063,528,65.2616728197,-257.121905686,0.0495896954561,False,318.520639337,135.83665712,65.893571009,-256.736296848,65.8935834371,-257.501789324
