,index,holeID,positionerID,robotailID,wokID_x,apSpecID,bossSpecID,alphaArmLen,metX,metY,apX,apY,bossX,bossY,alphaOffset,betaOffset,dx,dy,stdr,wokID_y,holeType,hexRow,hexCol,xWok,yWok,zWok,ix,iy,iz,jx,jy,jz,kx,ky,kz,alphaReport,betaReport,cmdAlpha,cmdBeta,startAlpha,startBeta,xWokReportMetrology,yWokReportMetrology,xWokReportAPOGEE,yWokReportAPOGEE,xWokReportBOSS,yWokReportBOSS,index,thresh,npix,tnpix,xmin,xmax,ymin,ymax,x,y,x2,y2,xy,errx2,erry2,errxy,a,b,theta,cxx,cyy,cxy,cflux,flux,cpeak,peak,xcpeak,ycpeak,xpeak,ypeak,flag,xWinpos,yWinpos,xSimple,ySimple,xNudge,yNudge,xRot,yRot,xWinposRot,yWinposRot,xSimpleRot,ySimpleRot,xNudgeRot,yNudgeRot,centroidID,xWokMeasMetrology,yWokMeasMetrology,wokErr,wokErrWarn,alphaMeas,betaMeas,xWokMeasAPOGEE,yWokMeasAPOGEE,xWokMeasBOSS,yWokMeasBOSS
0,0,R-13C1,1004,FTO0,flatNominal,0,0,7.40635738192,14.3179860815,0.0,14.9733275655,0.364967350287,14.963733287,-0.376150133223,0.636819198317,0.0915112945468,0.179203784145,-0.0833079596417,0.0213359803132,flatNominal,ApogeeBoss,-13.0,0.0,-145.6,-252.1866,0,0,-1,0,1,0,0,0,0,1,4.30555433035,52.7580964565,,,,,-132.93050841,-267.376033911,-132.181486142,-267.416521791,-132.584615728,-268.038481364,217,61.1622924805,404,386,1671,1693,2684,2711,1682.45033346,2698.31724869,7.50289166682,15.2447476208,-0.407351776268,3.88656053814e-05,7.12853027197e-05,-1.27368582446e-06,3.90718841553,2.73523616791,-1.5183724165,0.133475586772,0.0656916648149,0.00713314767927,279328.03125,279974.46875,10004.1347656,14274.8867188,1683,2698,1683,2697,0,1682.77267143,2697.38059031,1682.68,2698.1,1682.80949389,2698.32054298,3026.68934039,881.148603583,3027.63955058,880.868726331,3027.00341429,881.207663176,3026.89472095,881.443265919,217,-132.946642369,-267.326247991,0.0523349068144,False,3.91787325564,53.4005013368,-132.197447504,-267.363405502,-132.597808027,-267.987151144
1,1,R-13C2,1009,FTO1,flatNominal,1,1,7.38311124378,14.3056225747,0.0,14.9512203539,0.371279136569,14.9484875503,-0.385825465062,-0.296475566983,-0.0696109612059,0.0566868460496,-0.0257238711226,0.0288233972446,flatNominal,ApogeeBoss,-13.0,1.0,-123.2,-252.1866,0,0,-1,0,1,0,0,0,0,1,309.662511349,74.9101281166,,,,,-123.067982251,-269.973965402,-122.464635744,-270.410563252,-123.156291106,-270.718504329,208,61.1622924805,408,385,1700,1722,2605,2632,1711.50384939,2619.99199089,7.93578359488,13.8392198263,-0.409157824252,3.63341352814e-05,6.07455362298e-05,-1.80267787269e-06,3.72390151024,2.81203842163,-1.50192677975,0.126203879714,0.0723687261343,0.00746245868504,298913.375,299506.1875,10977.03125,17790.96875,1712,2619,1712,2619,0,1711.82368931,2619.24179479,1711.72,2619.8,1711.7014962,2619.53451025,3107.36378351,859.455585694,3108.16055998,859.281691999,3107.64488887,859.524837495,3107.8511779,859.351665062,208,-123.109649207,-269.908417735,0.0776700193247,False,309.045385296,75.5643214223,-122.506020371,-270.34462516,-123.197476366,-270.653013636
2,2,R-13C3,1136,FTO2,flatNominal,2,2,7.39051516067,14.3363338522,0.0,14.9974674757,0.334438383901,14.9909165242,-0.406490434958,-0.521688890608,0.266420010045,0.0540630368742,-0.0653913240946,0.0240620455019,flatNominal,ApogeeBoss,-13.0,2.0,-100.8,-252.1866,0,0,-1,0,1,0,0,0,0,1,10.0157801807,170.01309514,,,,,-99.5897090071,-245.193725545,-99.9215324411,-244.531275615,-99.1806352911,-244.540754149,202,61.1622924805,427,402,1973,1996,2564,2592,1984.55214906,2579.02069753,7.65226426036,13.2272800276,-0.489631434953,2.92327522301e-05,4.61302219454e-05,-1.21298234516e-06,3.64279508591,2.75854825974,-1.48385715485,0.130990535021,0.0757808238268,0.0096976980567,352162.90625,352799.71875,13546.1523438,21433.9648438,1985,2578,1985,2578,0,1984.84483337,2578.32637265,1984.77,2578.82,1984.80523769,2578.60800061,3298.93975436,1058.28382368,3299.6752583,1058.12016212,3299.22939812,1058.34166501,3299.42276335,1058.25103775,202,-99.6247194906,-245.149355565,0.0565192806142,False,11.9798813958,169.184539639,-99.969606001,-244.493611716,-99.228666513,-244.488405501
3,3,R-13C4,1118,FTO3,flatNominal,3,3,7.35982005957,14.2952971099,0.0,14.9219003495,0.392837134749,14.9522770728,-0.351985710365,0.453283784589,-2.22395706337,0.159959440692,0.0159495472563,0.0214242380762,flatNominal,ApogeeBoss,-13.0,3.0,-78.4,-252.1866,0,0,-1,0,1,0,0,0,0,1,319.726631641,78.8381427526,,,,,-74.5350827068,-269.446910565,-73.845202995,-269.71340375,-74.423458075,-270.183834274,167,61.1622924805,416,401,1931,1953,2282,2310,1942.59107853,2295.73903927,8.25151043159,9.56304404678,-0.257320144221,2.67471345188e-05,3.28313356503e-05,-1.17815591988e-06,3.1002779007,2.86405849457,-1.38382935524,0.121291711926,0.104657031596,0.00652737775818,381440.90625,382144.21875,17072.7363281,26563.7363281,1943,2295,1943,2295,0,1942.84839128,2295.41415013,1942.77,2295.44,1942.72864079,2295.60500067,3505.53587773,859.972777198,3505.94976113,859.994302424,3505.8865866,859.94529904,3505.72482483,860.007254958,167,-74.5584849581,-269.447274771,0.0234050852553,False,319.616894181,78.8849211529,-73.868898497,-269.714525865,-74.447670157,-270.184320694
4,4,R-13C5,1107,FTO4,flatNominal,4,4,7.40102200966,14.3306670749,0.0,14.9567277882,0.389105330496,14.9739294016,-0.355738465558,0.401596027768,3.98549779119,0.200011098092,-0.0405156949837,0.0193305700694,flatNominal,ApogeeBoss,-13.0,4.0,-56.0,-252.1866,0,0,-1,0,1,0,0,0,0,1,78.3219248056,66.54933393,,,,,-41.4569947902,-241.516898175,-41.4714013293,-240.779912811,-40.8224293737,-241.145868515,151,61.1622924805,428,406,2272,2295,2193,2218,2283.8597233,2204.41446476,8.31059093343,9.37794222729,-0.148626885285,2.52287514872e-05,2.64915636462e-05,3.44576932792e-07,3.06565690041,2.8792848587,-1.43498921394,0.120362505317,0.106663435698,0.00381514476612,417900.40625,418410.53125,19332.6738281,32403.796875,2284,2204,2284,2204,0,2284.08549444,2204.11465397,2284.05,2204.2,2283.98594849,2204.48927489,3777.67595199,1085.23761199,3778.05112146,1085.24795562,3777.96209237,1085.26444969,3777.6880975,1085.38383729,151,-41.4565475438,-241.508155225,0.00875438228264,False,78.3855149782,66.4911140704,-41.4710231603,-240.771171215,-40.8220169066,-241.137066089
5,5,R-13C6,1127,FTO5,flatNominal,5,5,7.39551645805,14.3285609671,0.0,14.986635533,0.372019421927,14.9760747324,-0.378356294532,-0.663947593606,0.539771987147,0.128836986852,-0.023979672984,0.0177033585356,flatNominal,ApogeeBoss,-13.0,5.0,-33.6,-252.1866,0,0,-1,0,1,0,0,0,0,1,89.7348582745,107.89613843,,,,,-30.5397437354,-238.770476542,-31.0924931988,-238.254793873,-30.3736971334,-238.039137983,139,61.1622924805,424,403,2342,2364,2132,2156,2353.68464239,2143.89436613,7.75443355254,9.30166005989,-0.223281432625,2.31303955727e-05,2.62975625281e-05,-1.24024912973e-06,3.05503487587,2.77900266647,-1.43030357361,0.129047676921,0.107582047582,0.00619544275105,422384.25,422848.28125,19678.7128906,31886.5878906,2354,2144,2354,2144,0,2353.93150912,2143.60796081,2353.87,2143.72,2353.8284779,2144.0185374,3867.45664011,1107.09235306,3867.8331036,1107.12765778,3867.70377168,1107.14156305,3867.43875288,1107.28152812,139,-30.5711232436,-238.78194994,0.0334112615849,False,89.7228967762,108.039613861,-31.1250549227,-238.267537383,-30.4067557565,-238.050232173
6,6,R-13C7,1104,FTO6,flatNominal,6,6,7.39402217741,14.3321964374,0.0,14.9788597111,0.371407340788,14.9697019537,-0.389586211094,-0.0717444939533,1.88710288858,0.150498543094,-0.170912428703,0.0163987668575,flatNominal,ApogeeBoss,-13.0,6.0,-11.2,-252.1866,0,0,-1,0,1,0,0,0,0,1,106.35761261,118.813093901,,,,,-14.7531064824,-240.486509636,-15.4793040385,-240.316939852,-14.9534762972,-239.766757848,126,61.1622924805,418,399,2407,2428,2018,2042,2417.6404395,2029.31386763,7.91065444803,9.28448423834,-0.196436724048,2.19866020768e-05,2.51266376469e-05,-7.63385577459e-07,3.0515601635,2.80768918991,-1.43152856827,0.126478239894,0.107763193548,0.00535193365067,426285.1875,426815.25,20105.5703125,33044.6953125,2418,2029,2418,2029,0,2417.86307025,2029.05957507,2417.81,2029.15,2417.7301333,2029.43566495,3997.90224885,1092.84532609,3998.23849686,1092.87947921,3998.1313373,1092.88820688,3997.85493174,1092.98899465,126,-14.754210196,-240.486504465,0.00110372571369,False,106.364917443,118.810707756,-15.4804223065,-240.316997023,-14.9546417988,-239.766769881
7,7,R-13C8,1314,FTO7,flatNominal,7,7,7.38350285934,14.3061029845,0.0,14.9511828395,0.362062227679,14.9403458708,-0.385370561787,-0.656526793594,-0.160742399459,0.133380148382,-0.180391160307,0.0194040566423,flatNominal,ApogeeBoss,-13.0,7.0,11.2,-252.1866,0,0,-1,0,1,0,0,0,0,1,6.43801309168,76.8135899305,,,,,25.9449475345,-261.549501164,26.6320817002,-261.275523584,26.5229302825,-262.015022863,79,61.1622924805,424,404,2461,2483,1645,1668,2472.53384324,1656.87538722,7.97355865877,9.03523398841,-0.194821050399,2.44736033563e-05,2.54451339325e-05,-7.42232605247e-07,3.01162004471,2.81761193275,-1.39492404461,0.125480622053,0.11073616147,0.00541131896898,419871.0,420462.4375,19301.953125,30251.890625,2473,1657,2473,1657,0,2472.75012323,1656.71452279,2472.72,1656.78,2472.38329896,1656.8931363,4333.2795644,921.83139778,4333.53597949,921.914498346,4333.4680189,921.930898925,4333.177885,921.718970441,79,25.9734446701,-261.460797176,0.0931691166126,False,6.57234580253,77.0303679454,26.6588869994,-261.182613982,26.5542692826,-261.922768255
8,8,R-13C9,756,FTO8,flatNominal,8,8,7.35918660207,14.2856832585,0.0,14.9184064105,0.38020774447,14.929898854,-0.370408159634,0.95419524617,1.93968587045,0.164380594519,0.0192509246608,0.0261180952259,flatNominal,ApogeeBoss,-13.0,8.0,33.6,-252.1866,0,0,-1,0,1,0,0,0,0,1,99.9137985706,88.8715195656,,,,,37.9545682193,-236.973511228,37.4541488807,-236.430853877,38.1868978722,-236.267650852,83,61.1622924805,426,409,2682,2704,1679,1704,2692.37339391,1691.13290807,7.76841544853,9.23426404178,-0.358257002251,2.1454221084e-05,2.52176471898e-05,-1.1826154707e-06,3.05239868164,2.77228093147,-1.34347057343,0.128957107663,0.108486436307,0.0100061651319,437135.40625,437749.78125,19648.234375,30444.8652344,2693,1691,2692,1691,0,2692.29484269,1690.94988168,2692.48,1691.02,2692.35994644,1691.23735366,4432.71161901,1120.86976667,4432.81529934,1120.69970979,4432.86632015,1120.89657204,4432.61869449,1120.91931208,83,37.945958018,-236.992375351,0.0207362170858,False,99.7835646264,89.049861237,37.4450832199,-236.450138362,38.1776949217,-236.286320151
9,9,R-13C10,637,FTO9,flatNominal,9,9,7.40282980322,14.3648969316,0.0,15.0109528837,0.361387886398,14.9819591001,-0.403555308928,-2.32770620527,0.141993420043,0.137187283814,0.0315693847494,0.0173077356229,flatNominal,ApogeeBoss,-13.0,9.0,56.0,-252.1866,0,0,-1,0,1,0,0,0,0,1,227.970256805,157.123171091,,,,,56.3301118885,-260.380208643,56.914474176,-260.834642593,56.1985739836,-261.105688062,58,61.1622924805,412,393,2614,2636,1446,1470,2625.14114094,1457.75902921,7.95529848171,8.97538485813,-0.189656157764,2.50670358783e-05,2.64774828466e-05,-1.86070387e-06,3.00158381462,2.81445884705,-1.39279615879,0.125765740871,0.111471988261,0.00531503604725,402239.28125,402716.34375,18220.4570312,29146.5195312,2625,1458,2625,1458,0,2625.27800184,1457.63003562,2625.26,1457.7,2624.99464186,1457.71936709,4583.987713,930.872170467,4584.17214157,930.908999178,4584.10236824,930.937413675,4583.93517324,930.729781429,58,56.4068271649,-260.370427426,0.0773363164844,False,228.394985984,157.197047094,56.9951218972,-260.819758936,56.2816075021,-261.097024043
